"","x"
"46","Part 1 of the Bakersfield health care town hall meeting last night http://bit.ly/JhhsO #healthcare #healthreform"
"47","meeting with local doctors to talk about #healthcare"
"48","RT @WMRepublicans: Dems Admit Premiums to Rise Under Government Takeover of Health Care #tcot #healthcare http://bit.ly/aNHsEI"
"49","RT @GOPLeader CBO Confirms GOP Plan Will Lower Healthcare Premiums Reduce Deficit W/O Tax Hikes on Families &amp; Small Biz http://bit.ly/272GGb"
"50","RT @GOPLeader Dems �Doc Fix� would �increase Medicare premiums� the AP reports http://bit.ly/1b07nw #healthcare"
"51","THE HILL - Current House Dem Whip Count on #healthcare bill http://j.mp/94Cidv #hc #hcr"
"52","Video of Speaker Pelosi's comments from yesterday http://j.mp/aD44Iw #hc #hcr #healthcare #handsoff"
"53","RT @GOPWhip The reconciliation #healthcare bill was just posted:
http://j.mp/aUWBUK All Americans deserve to read the #hc bill. #tcot"
"54","Follow Friday - House GOP tweets here: http://j.mp/2mW5ta #ff #followfriday #tcot #hcr #hc #healthcare"
"55","My floor speech today: Listen to America. Scrap this #healthcare bill and start over http://bit.ly/bUEQEY #sgp #handsoff #tcot"
"56","FlashReport: Prepare yourself for the healthcare battle http://bit.ly/2EvLJ4"
"57","meeting with local doctors to talk about #healthcare"
"58","Going on #Cavuto to talk about #healthcare reform-tune in to Fox Business"
"59","RT@GOPLeader (VIDEO) Dems Already Moving to Ditch Pro-Life Amendment to Pelosi�s Government Takeover of #HealthCare http://bit.ly/3QTzG7"
"60","We should repeal the govt takeover of healthcare &amp; replace it w #hcr to make #hc affordable w/o growing size of govt http://bit.ly/9zfn1M"
"61","House just passed Senate #healthcare bill - includes subsidized abortions, """"Cornhusker Kickback,"""" """"Louisiana Purchase,"""" """"Gatoraid"""" and more"
"62","ICYMI - I was on @TheMorningDrive this morning to talk #healthcare.  Listen here: http://bit.ly/4G7lwU #hcr #tcot"
"63","RT @USRepSullivan  video on the Republican healthcare plan. We have an alternative way for real reform. http://tinyurl.com/yl62hlg"
"64","I delivered a speech opposing the Democratic healthcare bill a few minutes ago. http://ow.ly/1p6Dn"
"65","President before us and defends his policies on jobs, economy, and healthcare. Some opportunity for back and forth... http://bit.ly/aMkpIN"
"66","My statement on the Democrat passage of healthcare overhaul: http://bit.ly/a11n0n"
"67","RT @RepMikePence: @WSJ Editorial: """"White House shows no interest in
compromise"""" #tcot #healthcare http://amplify.com/u/21w9"
"68","VFW opposes #healthcare because vets and their families will be required to buy insurance in addition to Tricare."
"69","Will be discussing health care debate with Darryl Berger on WNPV Radio today at 11:15 AM http://bit.ly/KsgCh #healthcare #tcot"
