"","x"
"74","It�s time for Obama to prove his rhetoric actually means something by pledging to veto this pork-laden spending bill if it passes Congress."
"75","Democrats have used this lame duck to push the wrong priorities: higher taxes, massive spending bills and an expansion of the FDA�s powers."
"76","RT @jtrailroad: @SenatorKirk dont vote for that monserous spending bill"
"77","Economic conservatives won tonight with the collapse of the Omnibus appropriations spending bill.  A growing (cont) http://tl.gd/7hkjnu"
"78","Today's CR better than $1.1 trill collapsed spending bill.  CR doesn't fund new health care bill - next Congress will rewrite after March 4."
"79","Dems� earmark-laden omnibus spending bill includes $$ 2 implement job-killing #hcr law, hire more IRS agents http://bit.ly/hf5zL9"
"80","RT @sanuzis: Reid threatens to keep Congress into next year - New spending bill totals $575.13 million per page
http://ping.fm/a7hUd"
"81","Dems plan to cram through  2,000 page spending bill bloated with earmarks - will cost taxpayers $575 mil per page.  http://ow.ly/3pFPW #GOP"
"82","Democrats passed a $26 billion spending bill which raises taxes on Americans &amp; kills jobs. """"Stop the spending in Washington"""" I voted NO!"
"83","My press release on the huge spending bill passed today is here: http://tinyurl.com/adtbgd 

I voted """"NO!"""""
"84","Six months ago Congress passed a $1 trillion spending bill to stimulate the economy. In your opinion, was the stimulus bill worth the cost?"
"85","Democrats preparing $1.8 trillion debt limit increase. http://bit.ly/4Ws13Q The irony? Today House votes on half trillion $ spending bill."
"86","House passed huge spending bill yesterday. 5000+ earmarks, 12% spending increase. http://bit.ly/6YVxuh I voted no, kept no earmark pledge."
"87","Last night Pelosi/Obey shut down debate on spending bill, sent bill to Rules Cmte to kill most amendments. GOP shut out. Unprecedented."
"88","Great advice: DEM. Sen. urges Obama to veto $446.8 billion spending bill with 5224 earmarks http://bit.ly/5G81uN #latcot #tcot"
"89","RT @johnboehner: Democrats want Congress to vote on a spending bill they forgot to name: http://is.gd/ea53W (via @CNETNews)"
