"","x"
"732","RT @GOPWhip: Tired of Big Government spending? YouCut lets you vote on cuts you want to see the House enact http://j.mp/96JvQb #YouCut #tcot"
"733","RT @GOPLeader: To cut spending, Republicans eye changes to House rules http://bit.ly/9rXn7K (via @DailyCaller)"
"734","RT @RepublicanStudy: Democrats ready to pass another porked-up spending bill http://wapo.st/ep3Jn0"
"735","Federal spending has nearly doubled in 10 years, from $1.86 trillion in 2001 to $3.45 trillion in 2010 http://on.wsj.com/bR0IWE @wsj"
"736","RT @USASpeakingOut Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"737","RT @gopconference: New GOP Video: """"Your Taxes, Their Spending."""" http://bit.ly/ajxPIk"
"738","NRO: How Republicans defeated the $1.1 trillion pork-filled �omnibus� spending bill http://bit.ly/f0jhJy"
"739","RT @RepTomPrice Common sense plan from @GOPLeader @RepublicanStudy: Immediately reduce spending, prevent '11 tax hikes http://bit.ly/9CLyN7"
"740","My statement on the $1.1 trillion spending bill introduced by Senate Dems http://bit.ly/fvHNwg"
"741","RT @GOPWhip: Pls RT if you agree w/ me: We must rein in spending; ending earmarks is a strong step in that direction http://j.mp/bbvAi4  ..."
"742","RT @RepublicanStudy: It's becoming a bi-partisan effort to reject more wasteful stimulus spending. http://bit.ly/dhZzcT"
"743","Out of control spending is an insult to every hard-working taxpayer. The #earmark ban is a good step. http://tinyurl.com/yaf6oxr #tcot #gop"
"744","RT @GOPWhip: Launched 1st #YouCut Citizen Review. Watch &amp; hold agencies accountable for how they are spending your money: http://j.mp/bzrFzT"
"745","RT @johnboehner: .@WSJ says, """"The undeniable fact is that more government spending has coincided with more unemployment, not less."""" http ..."
"746","RT @GOPWhip: Americans have cast over 2.4 million #YouCut votes, and the mandate to rein in spending has never been more clear #tcot"
"747","It's time for Washington cut spending, freeze taxes, and create some jobs."
"748","RT @GOPConference New GOP Leadership Team Talks About Creating Jobs, Cutting Spending &amp; Reforming Congress http://plixi.com/p/57710480"
"749","150K jobs lost in FL since $1 trillion �stimulus� &amp; 12% unemployment in TB area. We need to stop culture of bailing, borrowing and spending."
"750","RT @GOPConference Dems' Final Accomplishments: Spending Preserved at Status Quo, Taxes Set to Increase http://bit.ly/agrEt3 @ConfPolicy #GOP"
"751","The White House is sending another $20 billion wish list to Congress. When will all the spending stop?? http://bit.ly/ad0vdb"
"752","RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"753","RT @ConfPolicy New CMS Report: ObamaCare Will Increase Health Care Spending More That It Previously Estimated http://bit.ly/aZ9T93"
"754","Just finished a Tele-Town Hall in between votes - People have had enough of the reckless spending! #tcot #gop"
"755","Held our America Speaking Out forum last night, PC city hall was packed. Folks  think Washington is spending too much! They're right!"
"756","RT @WMRepublicans: 100K votes for #youcut American ppl are fed up w Washington's culture of spending &amp; want to be heard have you voted?  ..."
"757","RT @RepMikePence: Ending wasteful spending, encouraging investment + unlocking potential of entrepreneurs are steps DC must take to get  ..."
"758","RT @johnboehner: """"'Stimulus' spending sprees, permanent bailouts, federal mandates &amp; government takeovers ... have failed our veterans.' ..."
"759","We need to cut #spending now http://tiny.cc/4z0cj #txgop #tcot #teaparty Part two of three with Rep. Ryan"
"760","View my comments on CNBC regarding #taxes and #spending http://tinyurl.com/2wbtfs8 #tcot #gop"
"761","RT @GOPWhip: Democrats just don't get it: introduce pork-filled, 2,000 page earmark-laden spending bill http://j.mp/fghJHf #tcot"
"762","RT @Heritage Telling Congress to Reduce the Deficit by Cutting #Spending | The Foundry: http://bit.ly/adrWTH #txgop #tcot"
"763","WSJ �higher #taxes never resulted in less #spending.� Deficit is the symptom; spending is the disease. http://on.wsj.com/c5IgQS #tcot #txgop"
"764","The only thing this outreach program does is insure the flood of spending, debt &amp; deficits continue.. http://tiny.cc/dx7xn #tcot #txgop #gop"
"765","Deficits are the symptom, spending is the disease, go to http://tinyurl.com/33phkyb choose a spending cut and get a vote on it #txgop #tcot"
"766","Washington Examiner article on my letter to Pelosi explaining why Democrats' stimulus spending failed http://bit.ly/d4IMqr #tcot #txgop #gop"
"767","RT @Heritage Telling Congress to Reduce the #Deficit by Cutting #Spending | The Foundry: http://bit.ly/adrWTH #txgop #tcot"
"768","RT @MaryBonoMack: I applaud my colleagues in the Senate for killing the reckless/wasteful $1.2 trillion dollar omnibus spending bill! ht ..."
"769","RT @GOPLeader: Unacceptable: House may adjourn this week without stopping the Obama tax hike or cutting spending http://politi.co/b5p312 ..."
"770","RT @GOPLeader: Americans �clearly reject additional economic stimulus spending,� &amp; demand deficit reduction  http://bit.ly/hFvn4E (via @ ..."
"771","RT @GOPLeader: Stop The Spree: GOP Fights White House Request for Billions More in Excess Government Spending http://bit.ly/cH9tzO"
"772","I am opposed to a temp continuing resolution so Dems can muster votes for a massive omnibus spending bill http://bit.ly/f5MORf #tcot #budget"
"773","RT @GOPWhip: We're committed to taking the steps necessary to ensure the GOP majority reins in government, cuts spending &amp; gets people b ..."
"774","Must stop Dems from a Hail Mary pass for more govt spending in a last dash before the election Our letter:  http://bit.ly/bn0dJ2 #gop #tcot"
"775","ICYM: My colleagues @JackKingston @johnculberson &amp; @CongMikeSimpson respond to WSJ editorial on spending http://bit.ly/9AemhB #tcot #gop"
"776","I am officially backing @JeffFlake for a seat on the Approps Committee. I welcome his help in cutting spending http://bit.ly/ajPm2h #tcot"
"777","RT @GOPLeader: GOP not backing down from �vows to slash spending�immediately� &amp; extend all current tax rates, @nytimes reports http://ny ..."
"778","I uploaded a YouTube video -- Stop Government Spending on Fox News with Neil Cavuto http://youtu.be/ErDBn0kc7nY?a"
"779","Will be on with Neil Cavuto @foxnews around 4pm today to talk about the Dems runaway spending and pre-election budget high jinks #gop #tcot"
"780","The WH has sent a wish list to Congress of more than $25bil in spending it wants passed before the election http://bit.ly/9wOmLw  #gop #tcot"
"781","I've joined @reppaulryan and @RepDaveCamp in a letter calling for reigning in govt spending to '08 levels. http://bit.ly/9DaW28 #gop #tcot"
"782","I join House Republican Leader John Boehner in supporting a freeze on domestic spending at the 2008 level http://bit.ly/aQ6Bbs  #gop #tcot"
"783","A $23 billion bailout of state govts is NOT emergency spending and should not be in a supplemental spending bill: http://bit.ly/9iTmRP"
"784","It's All Your Money: I talked with Fox News about Congress violating pay-as-you-go rules with """"emergency spending"""" http://bit.ly/b2rOlP"
"785","$6 bil """"Disaster Relief and Summer Jobs"""" bill is on the floor now. We can't sustain this unpaid for spending. Summary:http://bit.ly/d9bWnU"
"786","What is the real cost? Preliminary CBO estimate on #hcr leaves over $100 billion in discretionary spending uncounted:  http://bit.ly/apob12"
"787","RT @USASpeakingOut: House GOP to unveil governing agenda focused on jobs, cutting spending, reform in Sterling, VA on Thursday"
"788","RT @AnderCrenshaw: Just voted for true, non-defense discretionary spending freeze saving taxpayers $31 billion.  Unfortunately, it faile ..."
"789","RT @PEcom_politics: Lewis backs anti-earmark crusader for committee seat: Signaling his commitment to reining in federal spending, e...  ..."
"790","RT @USASpeakingOut Americans asking,Where r Jobs? @GOPLeader offers plan:cut spending,freeze taxes: http://bit.ly/cN84ut #txcot #txpolitics"
"791","YouCut: 280K vote, nominate emergency welfare spending for chop block. http://tinyurl.com/2fcmeqd #gop #tcot #txcot #txgop #dfw #txpolitics"
"792","Attn @presssec:Republicans are unified-to boost our economy,we need to stop ALL tax hikes &amp; cut spending now. #txcot #txpolitics #dfw #texas"
"793","Insurance regulators miss early deadline on premium spending rules http://amplify.com/u/6n62"
"794","Debt $13 trillion+! I introduced STRONG Budget Act-reduces discretionary spending across board 2% every yr, until no longer a deficit #txgop"
"795","House Democrats would add $50 billion in domestic spending to war legislation http://amplify.com/u/6f2k"
"796","260,000 have voted.Go to YouCut &amp; vote to defeat runaway spending culture in DC. http://tiny.cc/odz36 #txcot #txgop #gop #tcot #txpolitics"
"797","Flexible Spending, a Little Less So http://amplify.com/u/4sk6"
"798","Tea party' protesters gather in Washington to rally against taxes, spending http://amplify.com/u/4o2a"
"799","Did you see the @GOPleader this am? Video: To Create Jobs, Let's Cut Spending &amp; Stop The Tax Hike -- Now http://bit.ly/99bzMm"
"800","Read this @WSJopinion piece: The 2010 Spending Record http://bit.ly/c1y21L"
"801","Good read @VOA_News about the new Congress and foreign aid spending to reduce the 1.3 trillion dollar budget deficit http://bit.ly/cdVFdb"
"802","RT @GOPLeader: Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"803","Countless signs have been erected touting the stimulus. Monitor the wasteful Democratic spending by being a watchdog. http://bit.ly/9SwZAZ"
"804","""""We need a predictable business climate, lower taxes, less government and reduced federal spending."""" @startelegram #gop #txgop"
"805","Text of Article: """"Pelosi Congress has used the recession as an excuse to send spending to record heights..."""" #gop"
"806","Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"807","""""..The last thing we need to do is open the door for the federal government to find new ways to make consumer spending more expensive."""" #gop"
"808","The Pledge:""""This is a legislative agenda that will create jobs, cut spending, reform Congress and protect our nation. http://bit.ly/cFiReO"
"809","""""I know at my own town hall more spending and tax hikes was not what Texans were asking for."""" #gop"
"810","Health Care spending for obese adults exceeded spending for adults of normal weight by about 8% in '87 and by about 38% in '07 #chobmnth"
"811","People must toil 231 days out of the year just to meet all costs imposed by government. We must reduce spending. http://ht.ly/2rVBb #cogd10"
"812","RT @GroverNorquist: Today is Cost of Government Day: add all gov spending &amp; regs &amp; we work till today to pay for government. Ouch.http:/ ..."
"813","260,000+ voted to stop runaway DC spending. The YouCut polls are still open so cast your vote: http://ow.ly/1KnMb #tcot"
"814","leading charge to less spending on programs, agencies or even entire departments http://bit.ly/12hArL
 at 230PM in DC"
"815","Discussing Spending Cuts on Fox Business' Varney &amp; Company
http://www.youtube.com/watch?v=hs8EiRNv54s"
"816","Will Taxing the Wealthy Reduce the Federal Deficit?
Higher Taxes = Higher Spending http://tiny.cc/9hvmi"
"817","will be leading off The Willis Report on Fox Business at 4 CT/5 ET to talk about a new report that proves higher taxes equal more spending."
"818","Federal 'stimulus' spending on infrastructure is a drop in the bucket of Texas' trillion dollar economy - less than 1/2 of 1%."
"819","RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"820","YouCut is poised to hit 1,000,000 votes. Be that vote to cut spending in Washington!
http://republicanwhip.house.gov/YouCut/"
"821","Most Democrats voted NOT to reform Fannie &amp; Freddie on the third YouCut vote, but let's keep the pressure on to cut irresponsible spending."
"822","will be spending an hour in studio with Michael """"The High Tech Texan"""" Garfield. Join in the conversation on the 950 Thursday morning at 10."
"823","is spending another full day in District 8. Hope to see you. Will be talking to Pags on the 9*5*0 at 7:15 am, KSET at 7:30 and KSEV at 5 pm."
"824","With rising debt ceilings, a health care takeover and huge spending that doesn't create jobs, there is a vote to limit the volume of tv ads?"
"825","Check me out on Squawk Box tomorrow morning at 610AM CDT/710AM EDT: going to be talking health care, the economy and out of control spending"
"826","met with Dick Armey regarding Keynesian spending as solution to economy. It isnt."
"827","Obama budget doubles entire Bush deficits in just 3 years. Who will end up paying for this spending spree?"
"828","RT @GOPWhip: Americans have now cast over 650,000 votes to cut spending via #YouCut http://j.mp/avqqKx #tcot #gop #teaparty"
"829","It's odd that Dems are concerned w/ cost of a lawsuit that protects liberty, but ignored the trillions in spending in '09. #tcot #tlot"
"830","Spending, Not Tax Cuts Explains Deficits (@WSJ) http://ht.ly/2aI7b #debt #spending #tcot"
"831","Comprehensive spending bills could come to an end in the next Congress http://ht.ly/3i8KB"
"832","RT @gopconference WSJ: Pence and Hensarling Say It's """"Time for A Spending Cap With Teeth"""" http://bit.ly/bl5jxl #tcot #tlot"
"833","Despite nat'l debt topping $13 trillion, Dems keep spending &amp; refuse to even discuss a budget http://ht.ly/1Qkul #tcot #tlot"
"834","More """"change""""...Federal deficit hits $221 billion in February..the highest in U.S. history http://ow.ly/1gKGO #tcot #spending @tlot"
"835","The votes are in..check out this week's spending cut decided by YOU! http://ht.ly/1ZhIt #YouCut #spending #tcot #tlot"
"836","RT @gopconference: GOP Pushes""""Cut-As-You-Go"""" For Less Spending &amp; Gov't http://bit.ly/fXxPOl #GOP"
"837","CBO shows the cost of Obama's spending spree http://ht.ly/2wFE9"
"838","After spending most of last month in Kansas, I'm taking your message back to Washington. http://ht.ly/2CvaG"
"839","Over 280,000 Americans voted on what spending should be cut. Find out what's on the chopping block! http://ht.ly/1MIi5 #YouCut #tcot"
"840","""""What we're seeing in Greece is the death spiral of the welfare state..."""" http://ht.ly/1J6Kc #debt #spending #tcot"
"841","We�re too broke to be this stupid: Beleaguered taxpayers may finally put a stop to the sheer waste of govt spending http://ht.ly/1Rkkc"
"842","D.C. Snow Storm, Congressional Art Competition, spending time in KS..read my weekly update! http://ow.ly/16R01 #tcot #ks #tlot"
"843","RT @RepPaulRyan Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote to cut spending now @usaspeakingout: http://bit.ly/9lyemi"
"844","It's the Spending, Stupid. The way the federal government has been spending is going to change. http://ht.ly/2Fc9g"
"845","""""Democrats insist that spending cuts won't erase the budget deficit, but they're wrong."""" http://ht.ly/3qmSq"
"846","The red ink keeps coming -- U.S. marks 3rd-largest, single-day debt increase http://ht.ly/28E8V #debt #spending #tcot"
"847","A great editorial from the Chicago Tribune: Enough Debt, Already http://ht.ly/25fb8 #debt #spending #tcot"
"848","Politicians often raise taxes to feed their spending habit..but it's the spending that has us in a fiscal mess http://ht.ly/3dAkQ"
"849","RT @USASpeakingOut Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"850","spending the day in Cherokee, Crawford, and Wilson counties checking out damage from last week's storm"
"851","White House Knot: Add Jobs but Don't Add to Deficit http://ht.ly/1Xgu0 #debt #jobs #spending @WSJ"
"852","Noonan gets it right - Americans know the problem in Washington is spending, not a lack of taxation http://ht.ly/3jCqL"
"853","Democrat majority spends like there�s no tomorrow � but someone will have to pay up http://TwitPWR.com/zNS/ #spending #debt #tcot #tlot"
"854","""""Stimulus spending is like morphine..might feel good in the short term, but it doesn�t help repair the economy."""" http://ht.ly/3aAWX"
"855","Democrat majority decides to end the 111th Congress with a pork-filled, 1,924 page spending bill http://ht.ly/3quKn"
"856","Washington is now spending annually an amount equal to all it owed just 15 years ago... http://ht.ly/2RCAA"
"857","Detroit News Editorial: Republican's campaign plan promises to return America to the basics on taxing &amp; spending http://ht.ly/2Jhr5"
"858","RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"859","AP: Federal Budget Gap Tops $1 Trillion Through June http://ht.ly/2blxh #budget #deficit #spending"
"860","Help defeat the culture of spending in Washington -- http://ht.ly/1KgPm - Vote now online or by text! http://ht.ly/1KgPF"
"861","Heading to Leavenworth today to visit with some local small business owners and also spending time at Fort Leavenworth #ks"
"862","A great resource to follow our nation's ballooning #debt @NationalDebt. #tcot #tlot #spending"
"863","Spoke at a press conference today on the debt and unsustainable spending coming from Washington #tcot #debt http://TwitPWR.com/zbZ/"
"864","Debt Reduction Now: We need a straight up or down vote on raising the debt ceiling http://TwitPWR.com/xKI/ #debt #tcot #tlot #spending @gop"
"865","Check out my post on the fiscal new year http://TwitPWR.com/thU/ #debt #spending #jobs #bailout"
"866","Runaway spending, fewer jobs, and higher deficits...not the change Kansans asked for http://TwitPWR.com/moi/"
"867","When even the NYT thinks you're spending too much money, you know you're in trouble! www.nytimes.com/2009/05/04/business/economy/04debt.html"
"868","Just got back to DC. Pushing for a budget to curb spending, create jobs and control debt. Looks like the Majority party has other ideas."
"869","He had me at cutting the deficit... lost me with all the increased spending...doesn't that leave us only one option???"
"870","RT @boater44 I agree and yes, I'll be voting against the largest one-time #debt limit increase in history #tcot #tlot #spending"
"871","President Obama's FY2011 budget includes record high spending, mountains of new debt and massive tax increases http://tinyurl.com/ya6f5gs"
"872","Tune in to Fox America's Newsroom tomorrow at 8:12 am ct.  I will be talking about cash for clunkers boondoggle and runaway govt spending."
"873","Project labor agreements increase federal construction costs10-20% How would YOU cut gov spending? http://tinyurl.com/2wzarc7 #youcut #tcot"
"874","Obama says our health care problem is our deficit problem.  what about his $1 trill spending spree this year?"
"875","support the GOP's new budget ... lower taxes and less spending: http://tiny.cc/6O2mX"
"876","attended the OU Tea Party today. Great event protesting 2 much taxes/spending. See  channel 4 coverage here: http://tiny.cc/m7h0j"
"877","http://twitpic.com/c57p7 - A big thank you to tea party participants for opposing big govt healthcare and spending"
"878","RT @GOPLeader: Pledge to America emphasizes job creation, spending control, congressional reform;  read the pledge here: http://bit.ly/c ..."
"879","Discussion about stimulus spending and unemployment tonight on the Lars Larson Radio Show. Online at http://www.knco.com/. 7:30 PM Pacific."
"880","Co-author of spending limit amendment, HJRes79, by Reps. Hensarling, Pence and Campbell. My press conferece remarks: http://bit.ly/az2x4T"
"881","Bernanke calls on Congress to limit federal spending: http://bit.ly/ccEQXR #econ #tcot #hhrs"
"882","Voted against the Democrat-sponsored $818 bil spending package. America's economy needs something better than a pork-laden spending frenzy."
"883","Op-ed from @GOPWhip Cantor: GOP Will Focus on Jobs, Spending http://aol.it/9Rk6OB"
"884","Washington has a spending problem. We must begin to replace its culture of spending w/ a culture of saving. http://j.mp/aJaxYA #YouCut"
"885","I voted against Legislative Spending Bill. Gives the wrong message to the American people. http://bit.ly/nvK4Q #tcot #redco #gop"
"886","RT @GOPWhip: Washington's runaway spending amounts to generational theft; VIDEO: http://j.mp/PiggyBank"
"887","RT @GOPWhip: Dems increased overall federal spending by 22% in 1 year. WSJ: The Obama Fisc http://j.mp/cd3UfZ"
"888","Great read. RT @AmSol: Why the Spending Stimulus Failed http://on.wsj.com/goh1Up (via @WSJopinion)"
"889","From @CNSNews_com: Debt Has Increased $5 Trillion Since Speaker Pelosi Vowed, �No New Deficit Spending� http://bit.ly/db8H7C"
"890","RT @GOPWhip: Over the past month, Republicans have forced the House of Reps to vote on more than $100 billion in spending cuts. #YouCut"
"891","A dose of data: budgets, taxes and spending in graphs and charts http://bit.ly/cZFFEw (via @gopconference)"
"892","RT @reppaulryan: Cut/cap spending, reform F&amp;F, freeze gov't pay - cast your vote to cut spending now @usaspeakingout: http://bit.ly/9lyemi"
"893","RT @GOPLeader: Republicans support extending unemployment benefits, but we should cut spending to pay for it. Where are the jobs?"
"894","Just gave a speech on the House floor about the majority�s addiction to reckless spending.  Watch here:  http://youtu.be/7dw_72ND2v0"
"895","Just arrived in DC for day 1 of the Lame Duck. The focus should be on cutting spending and job creation."
"896","The 125,000 jobs lost in June reminds us that the stimulus spending hasn�t stimulated anything. Where are the jobs? http://bit.ly/9ojfi6"
"897","RT @RepublicanStudy: Cantor YouCut contest results nominate emergency welfare spending for chop block http://bit.ly/cJLENf @thedailycaller"
"898","Under new ObamaCare rules, you�ll need a Rx for things like Tylenol &amp; cough drops when using a flex spending acct: http://bit.ly/da5XJk"
"899","Bernanke calls on Congress to limit federal spending: http://bit.ly/ccEQXR #econ #tcot #hhrs"
"900","RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now."
"901","RT @RepDanBurton: The Heritage Foundation has released its """"Federal Spending by the Numbers"""" 2010 report.  http://is.gd/cBg5G"
"902","Our national debt just topped $13,000,000,000,000. There is simply no way we can maintain this type of spending. http://bit.ly/c93tQw"
"903","@dpooley A requirement for a balanced budget is a critical first step in cutting spending.  It forces Congress to make tough decisions."
"904","RT @MajoratWH Proposed WH spending freeze does not cover stimulus $$ or any job spending this year ($170 bn in H, $80 bn in S)."
"905","I voted against raising the national debt limit today. Dems need to break their spending addiction. http://bit.ly/6jaxwb #debt #tcot #redco"
"906","Voted against $210 billion in deficit spending. No more budget gimmicks. No more reckless spending. http://bit.ly/4fI8NX #hcr #tcot"
"907","RT: @JudgeCarter Tick Tock: More Democrat Spending http://youtu.be/rWCSNN6kX9w"
"908","RT: @JudgeCarter Tick Tock: More Democrat Spending http://youtu.be/rWCSNN6kX9w"
"909","RT@WMRepublicans Obama Administration Report Confirms Democrat Health Law Increases Health Care Spending http://bit.ly/aTD2tN #tcot #gop"
"910","RT@WMRepublicans Obama Administration Report Confirms Democrat Health Law Increases Health Care Spending http://bit.ly/aTD2tN #tcot #gop"
"911","RT @virginiafoxx LATimes:""""Budget woes?Just don't pass one"""" http://bit.ly/cLmL0u Pretending there isn't a spending problem doesn't make it so"
"912","RT @virginiafoxx LATimes:""""Budget woes?Just don't pass one"""" http://bit.ly/cLmL0u Pretending there isn't a spending problem doesn't make it so"
"913","RT @USASpeakingOut Rep. Thornberry: No Wasteful D.C. Spending on the Backs of Our Troops http://bit.ly/bgxVb1 #SpeakingOut"
"914","RT @USASpeakingOut Rep. Thornberry: No Wasteful D.C. Spending on the Backs of Our Troops http://bit.ly/bgxVb1 #SpeakingOut"
"915","RT@WMRepublicans 48/50 state have lost jobs, see how the Dems� deficit spending stimulus bill has failed your state http://bit.ly/9Skhu0"
"916","RT@WMRepublicans 48/50 state have lost jobs, see how the Dems� deficit spending stimulus bill has failed your state http://bit.ly/9Skhu0"
"917","Heading back to DC to help get Dems� massive spending spree under control. #tcot #gop"
"918","Heading back to DC to help get Dems� massive spending spree under control. #tcot #gop"
"919","Wasteful spending won�t help create jobs. Creating incentives for businesses to hire will. It�s the economy, stupid! #wherearethejobs #gop"
"920","Wasteful spending won�t help create jobs. Creating incentives for businesses to hire will. It�s the economy, stupid! #wherearethejobs #gop"
"921","RT if you agree: Congress shouldn't raise taxes, it should stop wasteful spending. #alabama #gop #tcot #congress"
"922","RT if you agree: Congress shouldn't raise taxes, it should stop wasteful spending. #alabama #gop #tcot #congress"
"923","RT @GOPConference New GOP Leadership Team Talks About Creating Jobs, Cutting Spending &amp; Reforming Congress http://plixi.com/p/57710480"
"924","RT @GOPConference New GOP Leadership Team Talks About Creating Jobs, Cutting Spending &amp; Reforming Congress http://plixi.com/p/57710480"
"925","RT@Robert_Aderholt At the G-20 Summit, Obama urged continued federal spending, but was rejected by world leaders.http://fb.me/tYHzhKal"
"926","RT@Robert_Aderholt At the G-20 Summit, Obama urged continued federal spending, but was rejected by world leaders.http://fb.me/tYHzhKal"
"927","Check out my One Minute on the House Floor on Congress's Never-ending Spending Spree....http://bit.ly/zcfhB"
"928","Check out my One Minute on the House Floor on Congress's Never-ending Spending Spree....http://bit.ly/zcfhB"
"929","RT @GOPConference Dems' Final Accomplishments: Spending Preserved at Status Quo, Taxes Set to Increase http://bit.ly/agrEt3 @ConfPolicy #GOP"
"930","RT @GOPConference Dems' Final Accomplishments: Spending Preserved at Status Quo, Taxes Set to Increase http://bit.ly/agrEt3 @ConfPolicy #GOP"
"931","RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"932","RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"933","RT @USASpeakingOut Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"934","RT @USASpeakingOut Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"935","Just finished a One Minute statement on the House Floor on Congress's out of control spending and walking into Homeland Security Cmte."
"936","Just finished a One Minute statement on the House Floor on Congress's out of control spending and walking into Homeland Security Cmte."
"937","One million votes have been cast to cut wasteful spending. Keep up the good work! http://tinyurl.com/2c954oo #tcot"
"938","House Republicans have sent a letter to Pelosi demanding no earmarks in lame duck spending bills http://tinyurl.com/2g4mead"
"939","Cal Thomas: Have we the will to cut spending? | Washington Examiner: http://bit.ly/aq5CBw via @addthis"
"940","�Deeming� a budget resolution won�t hide the fact that Dems� big spending has created historic deficits. http://tinyurl.com/23gvxxx #tcot"
"941","Perhaps Pres Obama should urge House Dems to pass a budget before sending more spending requests. http://bit.ly/ccKj9l"
"942","Republicans introduce program that allows you to vote on spending cuts. http://tinyurl.com/284ahta #YouCut #tcot"
"943","Coming back from Easter Recess, will liberals listen to the American people or keep up their big-spending ways? http://broun.house.gov/Blog/"
"944","After spending so much for so long, Democrats in Congress decided to bail themselves out. http://tinyurl.com/ylzahzk"
"945","Obama has created more debt in one year than Bush did in 8 years. We must cut spending, not just freeze it."
"946","Unfortunately, my plan to save taxpayers $100,000 was the only frugal amendment to today�s spending bill that was allowed by the Democrats."
"947","Washington does not have a revenue problem; it has a spending problem. Let's focus on the problem: http://bit.ly/bK08fL"
"948","Stop the spending spree; Prevent looming tax hikes; Spur job creation - http://bit.ly/dqB4Li. I support the @GOPLeader plan."
"949","Join Politico's online chat at 1 pm ET/noon CT to talk health care, spending/debt/deficit &amp; more: http://www.politico.com/arena/"
"950","Spoke w/ CNBC on need for economic growth, job creation, spending restraint &amp; reform: http://www.youtube.com/watch?v=Uem-dq0hcZA"
"951","Statement on President�s embrace of House GOP spending cut proposal: http://on.fb.me/gt2FuC"
"952","@TomCoburn got it right: earmarks are gateway drug for big spending - http://bit.ly/aKfkuy"
"953","Hope Congress can make a dent on spending going fwd; we're not interested in growing gov't or raising taxes: http://bit.ly/bK08fL"
"954","Gusher of new spending does not create jobs, does not produce prosperity: http://bit.ly/bK08fL"
"955","After electoral repudiation, need fiscal accountability, spending cuts, spending reforms, put budget in new direction: http://bit.ly/bK08fL"
"956","Too much spending &amp; too few jobs.  For more on today's Treasury report on Washington's fiscal failures: http://on.fb.me/bov9j8"
"957","#Pledge to spur job creation, cut spending, &amp; reform govt. A principled stand w/ better solutions: http://bit.ly/cEZU3p (CNN)"
"958","Spoke w @robertcostaNRO about reckless spending spigot w/ no budget, no priorities, &amp; no restraints - http://bit.ly/clEwye"
"959","GOP broke trust on spending &amp; paid political price. Charting new course w/ better solutions &amp; bold alternatives - http://bit.ly/cJEGCt"
"960","We need to change the culture of spending in Washington: http://bit.ly/9W1FFl"
"961","Why won�t Administration help Congress cut wasteful spending now?http://bit.ly/aj96pG"
"962","Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote to cut spending now @usaspeakingout: http://bit.ly/9lyemi"
"963","Deficit = $1.5T. Debt &amp;gt; $13T. To avoid Greek tragedy here at home, we need to chart new course &amp; cut spending now. http://bit.ly/bhLd7n"
"964","Deficit-Extenders Bill - More Taxes ($40B more), More Spending ($174B more), More Debt ($134B deficit increase) - http://bit.ly/9aTdXw"
"965","Cut Spending Now - #8. Sunset Commission - http://bit.ly/9APBBS"
"966","Cut Spending Now - #4. Reduce Gov't Employment - http://bit.ly/akOex4"
"967","Cut Spending Now - #3. Cut and Cap Discretionary Spending - http://bit.ly/c7X12w"
"968","Cut Spending Now - #2. Cancel Unspent 'Stimulus' Funds - http://bit.ly/9LxfaX"
"969","Cut Spending Now - #1. Cancel Unused TARP Funds - http://bit.ly/dm0UpZ"
"970","No Budget - No Priorities - No Restraints. Congress needs to cut spending now: http://bit.ly/ayKMQt"
"971","CBO's revised HC cost estimate reveals $115B in additional spending. Chart contrasting price tag promise vs reality: http://bit.ly/a7xgPY"
"972","Joined @gretawire � Washington doesn�t have a revenue problem. Problem is spending. http://tinyurl.com/29pkal9"
"973","Taxes, spending, debt &amp; jobs � tonight at ~7:30 pm ET w/ @larry_kudlow on CNBC &amp; at ~10 pm ET w/ @gretawire on FoxNews"
"974","�Spending is the Culprit� - remarks delivered at the first Fiscal Commission mtg earlier today - http://tinyurl.com/27gyz6e"
"975","Appreciate all of the positive feedback on summit. To watch/read """"Hiding spending doesn't reduce spending"""": http://tinyurl.com/hcsum-pr"
"976","Spoke with Rick Sense about health care, spending, &amp; battle over the American idea: http://www.theinsidescoop.us/PR.wma"
