"","x"
"48","Thanks to listeners on my Teletown Hall Wed. night! Thought you�d like to know a poll result:  85% against govt-run health care, 15% for it."
"49","Thanks to listeners on my Teletown Hall Wed. night! Thought you�d like to know a poll result:  85% against govt-run health care, 15% for it."
"50","As the debate continues in Washington, my op-ed outlines a better prescription for U.S. health care ailments.   http://tiny.cc/XhscA"
"51","Dem leaders backing off pre-August recess health care vote. I have always said health care reform too important to rush through Congress!"
"52","@griffynchezenko please find my thoughts on health care reform on my website at http://tiny.cc/9Tb6u"
"53","Bachus Votes to Prevent IRS From Enforcing ObamaCare http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=1017&amp;Itemid=104"
"54","Don't Use Legislative Gimmicks to Pass Health Care Bill http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=952"
"55","Bachus Votes Against Government Takeover of Health Care http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=959"
"56","Bachus Challenges Constitutionality of Health Care Vote http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=958"
"57","No to Ramming Through Health Care Takeover http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=945"
"58","The First Right Is Life: Bachus Health Care Statement http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=959"
"59","Filing a Lawsuit Against the Health Care Bill
http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=961"
"60","Court Rules Health Care Law Unconstitutional http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=1053&amp;Itemid=104"
"61","Bachus Challenges Health Care Takeover Law http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=1049&amp;Itemid=104"
"62","Repeal Government Health Care Mandate! http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=1012&amp;Itemid=104"
"63","Health Care, Jobs, Terrorism Top Local Concerns http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=963"
"64","Bachus on Fox: Government Health Care Will Cost More http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=957"
"65","On Fox News at 10:30 am ET today to discuss health care"
"66","Why Is Speaker Pelosi Afraid of a Vote on Health Care?"
"67","Statement on Health Care Summit http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=943"
"68","Where Health Care Stands After the Massachusetts Vote
http://www.bachus.house.gov/index.php?option=com_content&amp;task=view&amp;id=925"
"69","Watch Video on Open The Health Care Negotiations http://www.youtube.com/watch?v=o5jbYABDfm8&amp;feature=player_profilepage"
"70","Bachus Votes No on Government Health Care Bill http://bit.ly/2Q7iNT"
"71","Vote Against Government Run Health Care Bill http://www.youtube.com/congressmanbachus"
"72","New photos of Honor Flight and Health Care """"House Call"""" http://bit.ly/3z69Ca"
"73","Bachus Opposes Government Health Care Takeover http://bit.ly/2ktnQ7"
"74","See Bachus video on health care bill http://bit.ly/GnP0G"
"75","Don't rush flawed health care, finance bills to a vote http://bit.ly/1GHq1g"
"76","Bachus Statement on President's Health Care Address http://bit.ly/26mZVj"
"77","RT @USASpeakingOut: Rep. Steve King Continues Call For Repeal of Unpopular Health Care Takeover.  Speak out here: http://bit.ly/co4RYe # ..."
"78","RT@WMRepublicans Obama Administration Report Confirms Democrat Health Law Increases Health Care Spending http://bit.ly/aTD2tN"
"79","#EcoMonday #Solar: @SolarIndustry @ecowesome @SolarNovus @SolarFred @pvmagazine @careersinsolar @trish_solar @solarfeeds"
"80","Today at 12:30 PM Eastern/9:30 AM Pacific, I'll be talking with @ericbolling of @foxbusiness about health care #hcr #sandiego #gop #dem"
"81","Might the strategy be to pass health care and then amnesty, adding 10 to 20 million people to our health care system? http://bit.ly/aX1o0I"
"82","#FF Said NO to #ObamaCare hangover @patrickmchenry @Jim_Jordan @jasoninthehouse @darrellissa @jeffflake @repaaronschock"
"83","I uploaded a YouTube video -- Brian Bilbray on Health Care and Stimulus Money on San Diego 6, The CW http://bit.ly/mT3GL"
"84","Today's @SDNN article on health care: http://bit.ly/96oKci #sandiego #gop #dem"
"85","My @MSNBC interview with @DavidShuster on covering illegals under Obama's health care plan http://bit.ly/afUsbW #sandiego #gop #dem"
"86","I uploaded a YouTube video -- Congressman Brian Bilbray, The Ed Show, Health Care http://bit.ly/1Nd0Ck"
"87","#EcoMonday #Solar: @SolarIndustry @ecowesome @SolarNovus @SolarFred @pvmagazine @careersinsolar @trish_solar @solarfeeds"
"88","I uploaded a YouTube video -- Brian Bilbray Health Care Interview http://bit.ly/DD8TN"
"89","I'll be on KUSI's Good Morning San Diego this morning (Thursday) talking about health care. If you're up, check it out. #tcot #hcr #gop"
"90","I'll be on KUSI's Good Morning San Diego tomorrow morning (Thursday) talking about health care. If you're up, check it out. #tcot #hcr #gop"
"91","#EcoMonday #Solar: @SolarIndustry @ecowesome @SolarNovus @SolarFred @pvmagazine @careersinsolar @trish_solar @solarfeeds"
"92","Great @CalHealthcare event yesterday. #SanDiego is truly home to biomedical innovation. Pics at http://bit.ly/c6MWdJ #California #gop #dem"
"93","The federal government will run up a $1.5 trillion deficit this year�11 times the ten-year """"savings"""" claimed in the health care bill"
"94","ICYMI: Health care politics interview with @KUSI_News this morning:http://bit.ly/c5kjrJ #sandiego #gop #dem"
"95","This morning's KUSI interview on the upcoming health care vote http://bit.ly/b9ApVv #hcr #sandiego #gop #dem"
"96","Tomorrow: 12:30 PM Eastern/9:30 AM Pacific, I'll be talking health care on @FOXbusiness #sandiego #hcr #gop #dem"
"97","Saturday's toy drive was a great success... thank you! @KUSInews covered it and health care http://bit.ly/7cueIn #sandiego #gop #dem #tcot"
"98","Pls RT: New health care article in @SDNewsNetwork: http://bit.ly/2Yz7hS #hcr #gop #dem #sandiego #tcot"
"99","My op-ed in today's @SDUT on health care and why the current bill is wrong http://bit.ly/3961WN #gop #dem #hcr #sandiego #tcot"
"100","@KUSINEWS interview on health care and the recent elections, from this morning. bit.ly/2ib5PQ #gop #dem #hcr #sandiego"
"101","@KUSInews will be interviewing me Wednesday morning at 5:20 AM regarding my thoughts on the new health care bill. #gop #dem #hcr #sandiego"
"102","House Democrats unveil their health care bill. Here's the pdf: http://j.mp/1TH5Id #gop #dem #tcot #hcr #sandiego"
"103","@SanDiego6 interview on Afghanistan, health care and Pres. Obama's fight with FOX http://bit.ly/3sugu6 #gop #dem #hcr #sandiego #tcot"
"104","RT? @BilbrayCA50 interview on health care reform, algae fuel and more: http://bit.ly/3LJApr #gop #tcot #dem #green #tech"
"105","Saturday AM: watch San Diego's KUSI - 8:15 and CW - 9:15. Interviews on health care, the environment, etc. #sandiego #green #hcr #gop #dem"
"106","@WMRepublicans #hc New health care bill bends the curve upward $750 Billion in Increased Health Costs http://bit.ly/ehn3D"
"107","Video - health care and the economy on Good Morning San Diego - http://bit.ly/2m01Hd #gop #tcot #hcr"
"108","I uploaded a YouTube video -- Brian Bilbray on Seniors' Health Care http://bit.ly/2ARnrA"
"109","I uploaded a YouTube video -- Congressman Bilbray on Health Care for Seniors http://bit.ly/LQ555"
"110","I uploaded a YouTube video -- 2009 09 28 CW health care for seniors 2000 http://bit.ly/3mS17l"
"111","I uploaded a YouTube video -- 2009 09 28 KSWB health care for seniors 2000 http://bit.ly/1QQmSn"
"112","I uploaded a YouTube video -- 2009 09 28 KFMB health care for seniors 1830 http://bit.ly/1K91qQ"
"113","I uploaded a YouTube video -- 2009 09 28 KUSI health care for seniors 1830 http://bit.ly/TDOkI"
"114","I uploaded a YouTube video -- Congressman Bilbray speaks on health care, Rock Stars of Science, Algae ... http://bit.ly/ads6Q"
"115","On MSNBC's Ed Show at 6 PM EST tonight re: #healthcare, and FOX BIZ tomorrow at 8 and 8:30 AM EST re: #G20 and job figures #tcot #gop"
"116","I uploaded a YouTube video -- Bilbray on KSWB: Afghanistan, Health Care, Illegal Immigration, Travel http://bit.ly/TqUaD"
"117","I uploaded a YouTube video -- Congressman Brian Bilbray on Health Care and Algae Fuel http://bit.ly/2Zuugb"
"118","I uploaded a YouTube video -- Congressman Bilbray on KUSI discussing ACORN and Health Care http://bit.ly/Ebjty"
"119","I uploaded a YouTube video -- Congressman Bilbray, Lou Dobbs, CNN on Health Care for Illegal Immigrants http://bit.ly/40omjd"
"120","I uploaded a YouTube video -- Congressman Brian Bilbray on Public Health Care for Illegal Immigrants http://bit.ly/4bLSty"
"121","I uploaded a YouTube video -- Bilbray Reaction to Obama Health Care Joint Address on San Diego's CW http://bit.ly/IwJXJ"
"122","I appreciate KUSI running this health care / town hall interview http://bit.ly/GhpMI
 again. #tcot"
"123","I agree we need health care reform, but it needs leadership. We need tort reform.  We've got to stop litigating and start mitigating."
"124","I was on KUSI in San Diego this morning talking about health care and Sotomayor. You can watch it at: http://bit.ly/GvHUl"
"125","RT @CynthiaLummis: I will live-tweet the Budget Committee�s reconciliation markup on the Dem�s health care bill today starting at 3 p.m. ..."
"126","Last night's telephone town hall meeting showed the need for action on health care--a uninsured cancer patient, a son with a spinal injury"
"127","On Floor now getting ready to deliver 3,000 letters from SC-4 to Speaker Pelosi opposing the health care bill."
"128","Wishing that this week's health care summit had cleared the air. There's a way forward to reform. It starts with scrapping the existing bill"
"129","Just leaving Heritage Foundation Mini Retreat on health care. Very helpful discussion of conservative concepts of health care reform."
"130","The health care bill includes $569.2 billion in job-killing tax hikes during the worst recession in a generation http://bit.ly/bOtfdx"
"131","House Energy &amp; Commerce Committee resuming mark up of health care bill. Blue Dog Democrats may have caved and accepted public option."
"132","Pelosi health care plan is the wrong prescription. It can't be tweaked; it must be thrown out. We need the prescription pad in other hands."
"133","Scott Brown got the keys out of the steam roller of D health care. Now Pelosi, Reid and Obama are trying to hot wire the steam roller."
"134","Just spoke on House Floor in opposition to Pelosi Health Care bill. Said people will pay mandate fine, go bare and buy insurance when sick"
"135","Here's a link to my Floor speech yesterday, listing key problems with Pelosi Health Care Bill. http://wurl.ws/TERg"
"136","Just got to introduce Andrew Kinard as he testified at Veteran Affairs Cmte about coordination of care for our wounded warriors. What a guy!"
"137","Health care reform should start with tort reform. If you're not clear about that, you shouldn't represent this district in Washington."
"138","Important to note that every Senate Republican has tried to stop health care reform rush. Oh, that we had just a few more Rs in the Senate."
"139","Health care bill costs $1.2 trillion between 2010 to 2020. Taxes start immediately; benefits don't even start flowing until 2014. Watch out!"
"140","Federal government will run up a $1.5 trillion deficit this year�11 times the ten-year """"savings"""" Democrats claim are in the health care bill"
"141","Between and after votes tonight been working w/team on breaking parts of health care bill into """"repeal,"""" """"replace"""" and """"reform"""" categories"
"142","Walking the streets in Berea right now. Immigration, health care and growth of government on the minds of people I'm meeting."
"143","The Pelosi health care bill is here and it's 1990 pages--even longer than the 1200 pages of HR 3200. The Pelosi prescription is poisonous."
"144","Almost home from town meeting and discussion afterwards with GOP precinct officers. Great that so many are speaking out on health care."
"145","Astounding that D leadership would think of using reconciliation to cram health care through. They'd better check with their rank-and-file!"
"146","Other than the extreme liberals, I don't know any Ds who are comfortable with a cram-down strategy on health care. D leadership must stop!"
"147","Reading the 1,990 page Pelosi health care bill. If trick or treaters come to our door, I'd better hide the scary 10-pound stack of paper!"
"148","Glad to report that not all of the Stupak Ds are voting for the health care bill."
"149","Hearing all kinds of stories about whether or not the D leadership has the votes to cram down health care. Latest was CBO cost trouble."
"150","Just finished walking street in Mauldin. Much concern over government and health care. On way to town meeting now"
"151","Ironic that Pelosi health care bill may drive up premium costs (by self selection due to guaranteed issue) and cause more to be uninsured."
"152","On conference call now discussing a way to improve delivery of health care through better financial incentives."
"153","Glad the Senate Finance Committee rejected the public option for health care reform. The snake's still rattling around in the House though!"
"154","Carrying home the 1,990 page Pelosi health care bill. I hope US Air won't count it as a 3rd carry on! Lots of reading ahead of me."
"155","Just had a great time talking health care and energy with the SC Farm Bureau. Great folks. Good discussion. Optimistic outlook."
"156","Co-mingles taxpayer funds for abortion, collects new taxes, cuts Medicare Advantage, doesn't honestly pay for physician reimbursement fix"
"157","Health care debate heating up. Ds insist on """"public option,"""" saying private companies need the competition. Tough to compete w/government!"
"158","Let's Talk times today prove that we in SC-4 are not on the Pelosi planet. Don't know where she finds support for health care cram down."
"159","Going to discussion on health care. Will be interesting to see how ideas here fit with lessons from our 9-month 75-stop SC4 health care tour"
"160","Topic today at Let's Talk: A right to health care?"
"161","Glad to welcome TEA Partiers opposed to """"public option"""" health care. I'm very opposed because it would be the end of private health care."
"162","The Obama Admin. may be learning that really big things (like health care reform) must be bipartisan and are too important to ram through."
"163","People in SC-4 are talking to me, though, about ideas to bring down the cost of health care--like tort reform and stopping the free rides."
"164","Folks in Bethel Greene aren't buying D prescription for health care, but they are asking for solutions."
"165","Calling some of our service academy appointees to congratulate them. Adding time in armed forces is the one thing I'd change about my career"
"166","That means that there's nothing written by one Congress (a health care bill) that can't be re-written by the next Congress."
"167","Here's a blog I wrote on Facebook about the """"public option"""" in healthcare--the snake that isn't dead yet: http://wurl.ws/ZQDg"
"168","I'm seeing no """"right"""" to health care but seeing  an obligation to care for """"the least of these."""" Read more at http://wurl.ws/rKAY"
"169","Let's Talk Health Care. Mon. July 20th. Breakfast @ 7:30 @ Converse Deli S'burg; lunch @ noon @ Camille's in G'ville http://wurl.ws/Hk7Z"
"170","In 1965, Congress said Medicare would cost $9 billion by 1990. In reality it cost $67 billion�seven times more than the prediction."
"171","Meanwhile, I've voted for caps &amp; support an even more sweeping proposal that I learned from SRHS on my 75-stop/9 month health care tour."
"172","Spending, health care, immigration are the topics on Hilldale Drive in Boiling Springs."
"173","Health care was the main topic, of course. Some fireworks. Wish we had in Congress one of Michelin's key values: respect for the facts."
"174","Wofford's health care series tonight showed that health care is about medicine,  ethics, economics, science, history, politics/public policy"
"175","As usual Mike Smith, Spartanburg Herald Journal nails it http://wurl.ws/im5c More to be revealed on embarrassing details of health care bill"
"176","My friend Dan Lipinski, a pro-life Democrat from Chicago, stands strong for life and votes """"no"""" on the Ds health care bill."
"177","Hearing that the Ds are 4 or 5 votes short of 216 needed for health care cram down."
"178","@ House-Senate GOP conference trying to figure a way to stop health care cram down. Stinks to be in minority, but the people + us = majority"
"179","Here in House Rep. Conference for session with Sen. McConnell. Coordination with Senate GOP is crucial to stopping cram down of health care."
"180","Nearly 40 doors and no one for the cram down of health care reform! Going into debate at Fountain Inn Civic Center now."
"181","Going door to door on Banbury Circle in Simpsonville. Let's see how many folks think a cram down of health care reform is OK!"
"182","Lois on Holmes Drive: """"Take your time on health care and get it right."""" Sounds like good advice to me. Step by step. No cram down."
"183","Don't know where the Ds get the idea they can ram health care through. They're not for it on Honeybee Lane in Taylors, SC!"
"184","Continue to be astounded at the talk of ramming health care through on reconciliation. Amazing that the D leadership would attempt it."
"185","Health care steam roller (the one that's been hot wired by Pelosi, Reid &amp; Obama) may short out in Mass--even if Scott Brown just gets close."
"186","Very concerned about D's strong vote on Rule for Pelosi Health Care. Not good sign. But one D tells me they don't yet have votes for P. bill"
"187","Beginning to hear more and more that the vote on the Pelosi Health Care Bill may be next week, not tomorrow."
"188","Impressive rally on the Capitol steps. Americans expressing themselves and being heard on health care. Hopefully speaker Pelosi hears."
"189","Getting ready to go to rally on Capitol steps against Pelosi health care bill. It's great that there are two busses here from SC-4."
"190","Latest word: House will vote on Pelosi Health Care bill on Saturday at 6:00 p.m. Just spoke on House floor about abortion problem in bill."
"191","Pelosi health care bill is hardly the answer. Seems that in the 1,990-page bill we could subject members of Congress to the public option."
"192","Pelosi health care bill has a public option to which members of Congress are not subject, voids state-enacted malpractice limits (more)"
"193","""""Doc fix"""" should be honestly accounted for in any plan. Without fix, docs face completely unworkable 21% Medicare cut starting in January."
"194","Senate Dem leaders cooking health care books. Plan to take cost of """"doc fix"""" out of combined Senate bill so as to spend more on other things"
"195","Risk that Blue Dogs will cave. Speaker wants public option reimbursement rate set @ 5% above Medicare. Perpetuates cost shift to pvt payers."
"196","Full House here for President Obama's speech on health care."
"197","Just finished great town hall meeting in New Prospect/Inman. Best of citizens, sharing their concerns about Obama Care proposal."
"198","Still unclear as to whether there will be a vote on Democratic health care bill this week. Some talk of delaying August recess."
"199","We can improve the way we pay for health care while keeping quality &amp; choice of provider. Getting it right is better than getting it quickly"
"200","Good health care discussion at Let's Talk Spartanburg this am. Let's Talk Greenville is at noon at Camile's on Main Street. Join us!"
"201","Just spoke with Spartanburg Young Professionals. The economy, selling S'burg, energy and health care were the topics they wanted to discuss."
"202","Gearing up for a big debate on health care. Thankful for the folks who taught me on our 75-stop 9-month health care tour. So much to learn."
"203","On way to hospital to learn about some of Greenville Hospital System's  initiatives. Health care: the most complex public policy challenge."
"204","House has finished voting for the week. At DC airport now, headed home. Staggering housing, health care and budget proposals pending."
"205","Following principle in creation care and figuring a way to make it work economically. John Quincy Adams sort of thing?"
"206","Health care panel just suggested tax neutrality, mandate for catastrophic coverage and Swiss-style reinsurance/average pricing."
"207","MN Gov Pawlenty--an R from a D family speaking with passion about reaching working Americans and finding solutions on energy and health care"
"208","President Obama, Democratic and Republican members of Congress begin afternoon session of health care summit Watch live  http://ow.ly/1bj3M"
"209","Sadly, tomorrow's televised """"health care forum"""" appears to be a political charade.   http://tinyurl.com/yzxv4vw http://bit.ly/cbXORM"
"210","RT @GOPWhip New health care video """"Required"""": http://tinyurl.com/nfw5co #tcot"
"211","RT @GOPLeader RT @WSJopinion John Boehner and Mitch McConnell: ObamaCare and the 'Buzzsaw' of Opposition http://bit.ly/bldQv3 #hcr"
"212","RT @RepMikePence: Dem #healthbill=$52B in new taxes on employers who already cannot afford to give employees #healthcare: http://is.gd/aQdZU"
"213","Pelosi's massive 2,000 page bill pictured next to the GOP's 219 page health care reform bill. http://twitpic.com/o8zuh"
"214","RT @WMRepublicans#healthcare #taxes Democrats Confirm Their Health Bill Penalizes Married Couples http://bit.ly/8PiFq6"
"215","RT @GOPLeader (VIDEO) Dems Already Moving to Ditch Pro-Life Amendment to Pelosi�s Government Takeover of #HealthCare http://bit.ly/3QTzG7"
"216","RT @GOPLeader FACT CHECK: �Healthcare Bill Would Add Billions To The Country�s Debt� http://ow.ly/1p8zC  #hcr"
"217","The Baucus Bill: Cuts For Seniors http://bit.ly/8ljqj #handsoff #tcot #sgp #healthcare #hcr"
"218","RT @GOPWhip The reconciliation #healthcare bill was just posted:
http://j.mp/aUWBUK All Americans deserve to read the #hc bill. #tcot"
"219","Democrats promised jobs, but delivered a trillion dollar deficit &amp; the takeover of health care.  Read more. http://ht.ly/2ZDbZ"
"220","RT @GOPWhip How would the Dems' health care plan affect your district? http://tinyurl.com/mgo546 #handsoff #healthcare #obamacare"
"221","RT @GOPWhip Plumline: 41 House Dems Pledge To Vote Against Health Care Bill W/ Anti-Abortion Amendment http://j.mp/3HcYH2 #tcot"
"222","Ind. voters siding with GOP who has been opposed to Obamacare, trillion dollar deficits &amp; regulation hampering job growth http://ht.ly/2ZctU"
"223","The same federal govt managing #oilspill cleanup will be managing health care http://ht.ly/24T1z  """"Bureaucracy frustrates oil spill efforts"""""
"224","Thanks for your interest in #healthcare, The Tele-Town hall for @BuckMcKeon is now pushed back to tomorrow, tx Live at http://ustre.am/2TJa"
"225","House passes GOP motion; requires #DOD to report the additional costs of complying with President's  health care law http://ht.ly/1EGe7"
"226","From @RepTomPrice :  AMA Faces Revolt By State Branches who don't support the Dem #healthcare bill #tcot http://ow.ly/zYpU"
"227","I will be hosting a health care town hall meeting in the district Sept. 26th.  Please join me.  For more... http://bit.ly/WxSHY"
"228","Congress isn�t in session today, so working in Calif.  Will be in D.C. Tues. &amp; seeking your thoughts on current health care system in U.S.?"
"229","Speaker Pelosi on the health care bill: """"We have to pass the bill so that you can find out what is in it."""" http://ow.ly/1gCVP"
"230","just attended GOP Health Care Solutions working group.  How do we prevent a govt takeover and protect patient choice?"
"231","Cuban leader applauds US health-care reform bill  http://amplify.com/u/3n45"
"232","Health care reform needs GOP votes: let's slow down &amp; make reforms to lower costs &amp; improve access. http://tinyurl.com/m8xloq"
"233","Breaking News: Senate Finance Committee Approves Health Care Bill 14-9 [3:03 p.m. ET] http://abcnews.go.com?nwltr=bn"
"234","Costs to rise under White House health care plan http://amplify.com/u/55ar"
"235","It's official: President Obama has signed a massive government takeover of health care into law.  Now, the States... http://bit.ly/ck1WZr"
"236","New Video: Noted Pollster Scott Rasmussen Declares Americans Don't Want Unpopular Health Care Pushed Through http://bit.ly/de4wQa"
"237","The WH health-care plan to face big hurdles in the House. """"The proposal has drawn mixed reviews from moderate Democrats""""  http://ow.ly/1aOkN"
"238","American opinion of the health care plans that are currently before Congress: 
51% Oppose; 37% Support... http://bit.ly/aSX5ov"
"239","Video: Preview on status of health care bills in House and Senate http://ow.ly/WQGX"
"240","Pres. says US 'will go bankrupt' without health care bill� but CMS research shows Sen. bill will raise health expenditures http://ow.ly/MQFg"
"241","The Note: The GOP job message ties just about all the big Washington issues together -- from health care and... http://bit.ly/8IR64p"
"242","RT @Senate_GOPs Harry Reid's mammoth, 2,074-page #healthcare bill would take 16,195 tweets to post in its entirety. #tcot"
"243","RT @RepBillShuster: Dems are using delaying tactics to slow down the debate on healthcare.  Why if they have the votes?  #healthcare"
"244","RT @RepTomPrice: Right now it looks the vote for the Dems govt-run health care plan will be at 6:00 PM."
"245","RT @SenateDoctors AMA doesn't speak for all doctors. Medical Society of NJ opposes Pelosi #healthcare bill: http://bit.ly/2306rt #tcot"
"246","#9 No effective medical liability reform/tort reform in the Democrat #healthcare bill, costs of defensive medicine on rise http://ow.ly/zX4L"
"247","We've just received notice that the House phone lines are nearing capacity due to calls on  #healthcare"
"248","Democrat #healthcare plan creates 111 new layers of bureaucracy by the use of commissions, programs, bureaus and offices http://ow.ly/zVM1"
"249","""""Bill will save $ long term"""" - @EdwardRobins,  The #healthcare bill will cost $1.05 Trillion over ten years"
"250","I agree, Just Say NO to HR3962 @ham1299 #healthcare"
"251","Centers for Medicare and Medicaid Actuary estimates 12 million people will lose employer-based coverage under Democrat #healthcare plan"
"252","Democrat #healthcare bill includes $729.5 Billion of new tax hikes on everyone from individuals, to working families, to small businesses"
"253","hosting health care tele-town hall tonight.  Watch &amp; ask questions online by visiting www.mckeon.house.gov a little before 6 pm PT."
"254","Thanks for your interest in #healthcare, The Tele-Town hall for @BuckMcKeon is now pushed back to tomorrow, tx  Live at http://ustre.am/2TJa"
"255","@Alysa6 Thanks, I look forward to hearing what you have to say about #healthcare"
