"","x"
"85","Obama on #hcr individual mandate being a tax: �I absolutely reject that notion� Now the Justice Dept. disagrees http://nyti.ms/budUbo #tcot"
"86","Three Catholic hospitals in Pennsylvania for sale. Future costs of new #healthcare law cited as major factor http://bit.ly/9lduMK #tcot #hcr"
"87","Thanks to PSU's Smeal College for sharing Keith Crocker's 'No Private Health Insurance' Worth the read http://bit.ly/b6F0bM #psu #tcot #hcr"
"88","With all of the Liberty-loving Patriots in Washington today this is the superbowl of freedom! #tcot #hcr #handsoff"
"89","Partisan passed #hcr bill $1T cost will create generational theft. Indiv ins plan prem costs will incr 8-13% per POTUS #tcot #handsoff"
"90","Stephen Levitt author of """"Freakonomics"""" on healthcare reform - consumers have no incentives to make decision http://bit.ly/9bCmmq #tcot #hcr"
"91","Administration opts for piecemeal implementation of #hcr when it proves to be impractical or politically adverse http://bit.ly/9s6sST #tcot"
"92","The Amer people may have been silenced on the 3rd Sun in March, but their voices will be heard on the 1st Tues in Nov. #hcr #handsoff #tcot"
"93","Every MOC should stand on floor &amp; announce their #hcr vote, but Speaker Pelosi is refusing to allow a call of the roll vote #tcot #handsoff"
"94","Up to 5.5 mil students could be affected by #hcr, making it impossible for colleges to offer student health plans http://bit.ly/bPrCnI #tcot"
"95","Obama's own Small Business Administration calls for a repeal of the 1099 reporting requirement passed in #hcr http://bit.ly/9dopWY #tcot"
"96","Not even Matlock can convince the jury of American seniors that PPACA isn't going to raise their costs http://bit.ly/cxC5lz #hcr #tcot"
"97","Slow down there Sherrif, CMS estimates that 15% of hospitals could become insolvent and jeopardize access http://politi.co/czAtPw #hcr #tcot"
"98","4 Dem Senators concerned with #hcr 1099 small biz filings. http://politi.co/bQ0s49 - check my blog on the issue http://bit.ly/aFIgU6 #tcot"
"99","On Floor to speak on the #hcr bill stripping more than 1 million people of their insurance coverage who currently rely on mini- med plans."
"100","Visiting with staff at HealthSouth Nittany Valley Rehab Hospital to discuss #hcr &amp; rehab specific issues."
"101","Administration misses deadlines but doesn't skimp on self promotion, powered by taxpayer funds http://bit.ly/dsw9Bl #tcot #hcr"
"102","Obama #hcr premiums for young adults on individ market likely to climb by 17% on avg according to analysis of plan by The Assoc Press #tcot"
"103","Meeting with Physician in Centre County to discuss  concerns with Obama #hcr and better/innovative ideas for sustainable healthcare."
"104","Proud HR4894 cosponsor to protect TRICARE, VA Spina Bifida, and CHAMPVA benefits from Obama #hcr costs. 1st of needed repeal/replace #tcot"
"105","Under Obama #hcr VA/Tricare insured servicembers�, vets/widows, orphans, &amp; depend will be forced to pay for added insur or pay a fine #tcot"
"106","AP Breaking Article:  Fidel Castro endorses Obama #hcr .  That just about says it all! #tcot #handsoff"
"107","Per WSJ Caterpillar, Inc #hcr bill will incr by $100M in the first year. Just what we need another reason to ship our JOBS overseas! #tcot"
"108","The disrespect shown  Americans in the #hcr debate by the majority  proves that ARROGANCE must be a pre-exisitng condition #tcot #handsoff"
"109","With 28 yrs as rural #hcr provider the Medicare cuts, Medicaid ext &amp; compliance burdens puts rural hospitals in bankruptcy #tcot #handsoff"
"110","I will live-tweet the Budget Committee�s reconciliation markup on the Dem�s health care bill today starting at 3 p.m. ET. #hcr"
"111","Listen to conference call yesterday with @RepLynnJenkins @MichelleBachmann and @cathymcmorris http://TwitPWR.com/wyK/ #tcot #hcr #housecall"
"112","@lungren2010 via @Drudge_Report : Secret Gold Coin Tax Embedded in Health Bill - http://ow.ly/2eMh8 #tcot #gop #ca03 #irs #hcr"
"113","BusinessWeek @BW warns against 1099 Nightmare on #HCR bill; @lungren2010 bill would do away with it - http://ow.ly/1RhGB"
"114","@lungren2010: Repeal the Snitch Act! - http://ow.ly/2j52D #tcot #gop #ca03 #hcr #irs *video*"
"115","@lungren2010 via @foxnews : Health Care Law Threatens Small Businesses - http://ow.ly/2brUC #tcot #gop #ca03 #irs #hcr"
"116","Lungren Calls for Repeal of Part of Healthcare Reform - http://ow.ly/1WlHE #HCR #IRS #tcot"
"117","Dan's Op-Ed @FolsomTelegraph: """"Small business shouldn't be IRS enforcers"""" - http://ow.ly/1Tdxi #HCR #IRS #tcot"
"118","@kaywynn But with #HR3438 (http://tinyurl.com/ycgv4sf) we could save $ AND trees while passing bipartisan #hcr miracle.  Why not?"
"119","Another Democrat plug for my #hcr idea (http://bit.ly/cUdfJW) just came from @connecticutjoe on @HouseFloor. Why didn't he say so earlier?"
"120","RT Here's my #hcr bill #Obama touted today, sans attribution: http://bit.ly/cUdfJW. So why have @HouseDemocrats ignored it?"
"121","Will be on @cavuto at 430 to talk #hcr, my Congressional Option and my investigation of this- (http://bit.ly/cyHzK0)"
"122","Real reform should've started here, not spurious #hcr/cap-and-tax http://bit.ly/dwblO5 Stop putting band-aids on economic bullet wounds!"
"123","Anyone see @dickdurbin sticking up for the trial lawyers? That's what my real #hcr/#tortreform ideas are up against http://bit.ly/aQ149s"
"124","RT@USASpeakingOut BREAKING House GOP 2 force vote on plan 2 repeal heart of Obama #hcr law. Americans are #speakingout http://bit.ly/aipzp6"
"125","Thought-provoking look at what real #hcr should look like by my colleague @reppaulryan: http://bit.ly/94ry6Z #killthebill"
"126","RT @cspan: Rules for debate approved; general debate now. Hoyer speaking now.  Gavel-to-gavel coverage LIVE C-SPAN #hcr http://bit.ly/3cVRSd"
"127","This bill is not the right reform: it includes hundreds of billions in new taxes and more than a trillion dollars in new gov�t spending #hcr"
"128","RT @GOPLeader RT @VFWHQ National Healthcare Bill Betrays Veterans-VFW urges �no� vote on H.R. 4872 http://ow.ly/1p4dn #hcr"
"129","""""the responsible vote is """"no."""" Take a break, let the economy recover, and start over"""" http://is.gd/aKKKT #hcr (via @SeaTimesOpinion)"
"130","@Drudge_Report carries story of our press conference today: Health Bill 'Expands IRS Power'... http://drudge.tw/9mrzaj #hcr"
"131","tune in, I'm about to be on 570 am KVI on the Bryan Suits show to talk health care #hcr"
"132","The responsible vote today is NO. America needs real reforms for health care, not gov�t takeover #hcr"
"133","RT @reichertpress Reichert on RedState: Why is AARP Supporting Proposed Medicare Cuts? http://is.gd/3DoVs #healthcare #hcr"
"134","my speech on the motion to protect seniors' benefits #hcr #healthcare http://bit.ly/TpJeQ"
"135","There will be a vote: House opts out of �deem and pass� #hcr"
"136","Stay tuned: I will soon be speaking on the @HouseFloor http://www.cspan.org/ #hcr"
"137","I say YES for real reform that will lower costs and help individuals, families and seniors #hcr"
"138","I say YES for real reform that will protect and strengthen your health care #hcr"
"139","I will be talking #healthcare on the @housefloor shortly - tune in http://c-span.org/ #hcr"
"140","I say YES for the freedom to choose the health care that best suits your needs #hcr"
"141","RELEASE: Reichert Statement on Senate Passage of Government-Run Health Care #HCR #healthcare #senate http://is.gd/5A0AQ"
"142","health care takeover contains $52 billion in taxes on small businesses that don't subscribe to the govt-backed plan #hcr"
"143","in case you missed it, last night I spoke on the @HouseFloor (http://is.gd/aSi3F) and released a stmt on my vote http://is.gd/aSpy9 #hcr"
"144","just released the 4th of 4 health care solutions columns: Tapping the Potential of Health Information Technology http://is.gd/5wsvb #hcr09"
"145","I say YES to providing job creators with tax relief, not new tax burdens and penalty fees #hcr"
"146","House is back in session today to vote on the massive gov't takeover of health care � stay tuned here for updates throughout the day #hcr"
"147","America needs health care reform, but this is not the way to go about it #hcr"
"148","talking health care at 8:05 a.m. with @q13fox #hcr"
"149","Talking live with @komonewsradio at 7:02 am pacific on health care #hcr"
"150","VIDEO: Dave Reichert Speaks During Health Care Debate http://is.gd/aSi3F #hcr"
"151","I say YES for real reform that will protect you from losing the health plan you have if you like it #hcr"
"152","joined members to state my opposition to the bill on the @HouseFloor - I will be giving a statement later this evening #hcr"
"153","http://twitpic.com/1a2s5h - Dave talks to KIRO TV about the health care bill #hcr"
"154","Estimated thousands march on Capitol Hill against gov�t takeover of health care #hcr"
"155","talked last night w/ @frankshiers about election of Scott Brown &amp; the effects on health care reform, listen here: http://is.gd/6KDBX #hcr"
"156","in case you missed it, here's the link to my appearance on @FoxNews talking #healthcare #HCR http://www.youtube.com/watch?v=6GaGEzX-nLk"
"157","watch my recent segments on Comcast Newsmakers http://is.gd/5nDXE topics: #economy Howard Hanson Dam #flooding #healthcare #hcr09"
"158","WATCH NOW: I will be speaking on the final chance to amend the #healthcare bill, to protect seniors benefits, tune in to c-span #hcr"
"159","watch my speech on the @HouseFloor on the health care overhaul bill http://bit.ly/2QnVYA #hcr"
"160","my #healthcare segment on MSNBC from earlier this afternoon http://bit.ly/3GmUA3 #hcr"
"161","RT @GOPWhip: Please RT: Americans have spoken &amp; they do not want a government takeover of their #healthcare #handsoff #hc #hcr #tcot #gop"
"162","RT @rollcall: Stupak Negotiating a Deal, Still a 'No' on #HCR Bill http://www.rollcall.com/news/44468-1.html"
"163","RT @GOPWhip: Pls RT: Dems' trillion dollar #healthcare overhaul will take America in the wrong direction #handsoff #hc #hcr #tcot #gop"
"164","RT @GOPWhip: We are truly at a critical point in this country's history. We are at a crossroads #hc #hcr #healthcare #handsoff #tcot #gop"
"165","Pelosi yesterday: """"But we have to pass the bill so that you can find out what is in it..."""" Really? #healthcare #hc #hcr #handsoff"
"166","RT @RepDaveCamp: will force vote on plan to repeal heart of Obama #hcr law. Speak Out on it here: http://bit.ly/aipzp6 #speakingout"
"167","#HCR Govt takeover of #healthcare bill has $52 billion in new taxes on American job creators http://j.mp/a4CQs7"
"168","RT @BuckMcKeon VFW: #HCR Bill Betrays Veterans- dsn't protect #hc programs for vets, service-members or their families http://ow.ly/1p5jt"
"169","GOP uses twitter &amp; YouTube to fight #hcr http://j.mp/aTtel6 #tcot"
"170","A Timeline of the Dems� Health Care Bill http://bit.ly/92RuZg Dems' #hcrcostsjobs #hcr @WMRepublicans"
"171","RT @WMRepublicans: CBO: House GOP Reduces Health Insurance Premiums While Democrat Plans Increase Premiums #hcr http://bit.ly/8ZJN5v"
"172","THE HILL - Current House Dem Whip Count on #healthcare bill http://j.mp/94Cidv #hc #hcr"
"173","Video of Speaker Pelosi's comments from yesterday http://j.mp/aD44Iw #hc #hcr #healthcare #handsoff"
"174","RT @GOPWhip: Dem. Congressman calls #healthcare vote plan 'disingenuous� (From @BostonHerald) http://j.mp/9MoLJb #handsoff #hc #hcr #tcot"
"175","RT @GOPWhip: Video: The Pelosi-Hoyer Divide Over Reconciliation http://j.mp/cab5FA #hcr #hc #handsoff #healthcare #tcot"
"176","AP: Health premiums could rise 17% for young adults http://j.mp/dzEDIN #tcot #hcr #healthcare"
"177","Slaughter's scheme makes Senate bill law with all its backroom deals. We need to stop and start over. #hcr #tcot #hc #sgp"
"178","Another drafting error? Committee staffers who wrote the bill are exempt from health care plan? http://bit.ly/bcWmUZ #hcr"
"179","@WMRepublicans Health Care Law Encourages Elimination of Worker Benefits #hcr #tcot http://bit.ly/9c2Qlw"
"180","@WMRepublicans Health Care Law Encourages Elimination of Worker Benefits #hcr #tcot http://bit.ly/9c2Qlw"
"181","RT @WMRepublicans 6 facts about the Dems� #healthcare bill every American worker must know http://bit.ly/9JkNEd #hcr"
"182","House GOP unanimously voted NO on #hcr Follow their tweets here - http://j.mp/2mW5ta #tcot #FF #followfriday"
"183","62% of the country wants GOP to still challenge #hc http://j.mp/bSiEQm #hcr #tcot"
"184","This bill is a bad bill. http://j.mp/aoA2AP #hcr #hc #tcot #handsoff #gop"
"185","Video: My floor speech today: Why does Washington refuse to listen on #hcr? http://youtu.be/ptG7VPVT-FQ #tcot #sgp #handsoff #hc #gop"
"186","Final vote count: Yea 219 - Nay 212 #hcr"
"187","Continuing to fight this bad #healthcare bill. For more info on my efforts, become a fan on facebook http://j.mp/duairP #hcr #hc"
"188","Follow Friday - House GOP tweets here: http://j.mp/2mW5ta #ff #followfriday #tcot #hcr #hc #healthcare"
"189","On blogger conference call w/ @Rep_P_Griffith discussing #healthcare. Dems� #hcr bill needs to be scrapped and we should start over. #tcot"
"190","Pelosi�s Slaughter scheme � trying to approve #hcr without voting on it? Unacceptable"
"191","RT @gopwhip Updated Count: 35 House Dems now oppose Pelosi�s trillion dollar plus #healthcare overhaul #tcot #gop #hcr #housecall"
"192","Pelosi Breaks Pledge http://bit.ly/4gBMhu #healthcare #hcr #gop"
"193","RT @RepBillShuster The GOP Healthcare Alternative is now online http://tinyurl.com/yjvnc3r #hcr #healthcare #hc09"
"194","RT @USASpeakingOut: BREAKING House GOP 2 force vote on plan 2 repeal heart of Obama #hcr law. Americans are #speakingout here http://bit ..."
"195","RT @WMRepublicans: Pres breaks pledge, raises taxes on Americans earning less than $200k over 560 billion times in #hcr bill http://bit. ..."
"196","RT @PeterRoskam: Caterpillar+Deere, 2 major IL employers, will bear $250m in new PelosiCare taxes. Its a fact: #hcrcostsjobs"
"197","RT @WMRepublicans: CBO Confirms GOP Health Care bill 1/14th  cost of Sen Dems-which raises premiums on families and indivs #hcr http://b ..."
"198","Pelosi yesterday: """"But we have to pass the bill so that you can find out what is in it..."""" Really? #healthcare #hc #hcr #handsoff"
"199","RT @RepDaveCamp: will force vote on plan to repeal heart of Obama #hcr law. Speak Out on it here: http://bit.ly/aipzp6 #speakingout"
"200","#HCR Govt takeover of #healthcare bill has $52 billion in new taxes on American job creators http://j.mp/a4CQs7"
"201","RT @BuckMcKeon VFW: #HCR Bill Betrays Veterans- dsn't protect #hc programs for vets, service-members or their families http://ow.ly/1p5jt"
"202","GOP uses twitter &amp; YouTube to fight #hcr http://j.mp/aTtel6 #tcot"
"203","A Timeline of the Dems� Health Care Bill http://bit.ly/92RuZg Dems' #hcrcostsjobs #hcr @WMRepublicans"
"204","RT @WMRepublicans: CBO: House GOP Reduces Health Insurance Premiums While Democrat Plans Increase Premiums #hcr http://bit.ly/8ZJN5v"
"205","THE HILL - Current House Dem Whip Count on #healthcare bill http://j.mp/94Cidv #hc #hcr"
"206","Video of Speaker Pelosi's comments from yesterday http://j.mp/aD44Iw #hc #hcr #healthcare #handsoff"
"207","RT @GOPWhip: Dem. Congressman calls #healthcare vote plan 'disingenuous� (From @BostonHerald) http://j.mp/9MoLJb #handsoff #hc #hcr #tcot"
"208","RT @GOPWhip: Video: The Pelosi-Hoyer Divide Over Reconciliation http://j.mp/cab5FA #hcr #hc #handsoff #healthcare #tcot"
"209","AP: Health premiums could rise 17% for young adults http://j.mp/dzEDIN #tcot #hcr #healthcare"
"210","Slaughter's scheme makes Senate bill law with all its backroom deals. We need to stop and start over. #hcr #tcot #hc #sgp"
"211","Another drafting error? Committee staffers who wrote the bill are exempt from health care plan? http://bit.ly/bcWmUZ #hcr"
"212","@WMRepublicans Health Care Law Encourages Elimination of Worker Benefits #hcr #tcot http://bit.ly/9c2Qlw"
"213","@WMRepublicans Health Care Law Encourages Elimination of Worker Benefits #hcr #tcot http://bit.ly/9c2Qlw"
"214","RT @WMRepublicans 6 facts about the Dems� #healthcare bill every American worker must know http://bit.ly/9JkNEd #hcr"
"215","House GOP unanimously voted NO on #hcr Follow their tweets here - http://j.mp/2mW5ta #tcot #FF #followfriday"
"216","62% of the country wants GOP to still challenge #hc http://j.mp/bSiEQm #hcr #tcot"
"217","This bill is a bad bill. http://j.mp/aoA2AP #hcr #hc #tcot #handsoff #gop"
"218","Video: My floor speech today: Why does Washington refuse to listen on #hcr? http://youtu.be/ptG7VPVT-FQ #tcot #sgp #handsoff #hc #gop"
"219","Final vote count: Yea 219 - Nay 212 #hcr"
"220","Continuing to fight this bad #healthcare bill. For more info on my efforts, become a fan on facebook http://j.mp/duairP #hcr #hc"
"221","Follow Friday - House GOP tweets here: http://j.mp/2mW5ta #ff #followfriday #tcot #hcr #hc #healthcare"
"222","On blogger conference call w/ @Rep_P_Griffith discussing #healthcare. Dems� #hcr bill needs to be scrapped and we should start over. #tcot"
"223","Pelosi�s Slaughter scheme � trying to approve #hcr without voting on it? Unacceptable"
"224","RT @gopwhip Updated Count: 35 House Dems now oppose Pelosi�s trillion dollar plus #healthcare overhaul #tcot #gop #hcr #housecall"
"225","Pelosi Breaks Pledge http://bit.ly/4gBMhu #healthcare #hcr #gop"
"226","RT @RepBillShuster The GOP Healthcare Alternative is now online http://tinyurl.com/yjvnc3r #hcr #healthcare #hc09"
"227","RT @USASpeakingOut: BREAKING House GOP 2 force vote on plan 2 repeal heart of Obama #hcr law. Americans are #speakingout here http://bit ..."
"228","RT @WMRepublicans: Pres breaks pledge, raises taxes on Americans earning less than $200k over 560 billion times in #hcr bill http://bit. ..."
"229","RT @PeterRoskam: Caterpillar+Deere, 2 major IL employers, will bear $250m in new PelosiCare taxes. Its a fact: #hcrcostsjobs"
"230","RT @WMRepublicans: CBO Confirms GOP Health Care bill 1/14th  cost of Sen Dems-which raises premiums on families and indivs #hcr http://b ..."
"231","RT @GOPLeader: RT @WSJopinion John Boehner and Mitch McConnell: ObamaCare and the 'Buzzsaw' of Opposition http://bit.ly/bldQv3  #hcr"
"232","RT @GOPLeader: RT @RasmussenPoll It's time to decide and new poll shows 54% of voters oppose Dems� #hcr http://ow.ly/1p4en"
"233","RT @RepPhilGingrey In 1965, Congress said Medicare would cost $9 billion by 1990 in reality it cost $67 billion #hcr #tcot"
"234","@WMRepublicans There�s Aging Gracefully, Then There's This� A Timeline of the Dems� Health Care Bill http://bit.ly/92RuZg #hcrcostsjobs #hcr"
"235","RT @KarlRove: The hypocrisy behind President Obama's Executive Order: http://bit.ly/cjFUsy #TCOT #HCR"
"236","The #hcr takeover contains $52 billion in new taxes on employers who cannot afford to pay their employees health care: http://bit.ly/a4CQs7"
