"","x"
"52","Health care bill costs $1.2 trillion between 2010 to 2020. Taxes start immediately; benefits don't even start flowing until 2014. Watch out!"
"53","No time to think/write y'day from DC--only """"do""""! Had productive discussion with Exxon about their support of a revenue neutral carbon tax."
"54","Co-mingles taxpayer funds for abortion, collects new taxes, cuts Medicare Advantage, doesn't honestly pay for physician reimbursement fix"
"55","Just discussed revenue neutral carbon tax with Energy Sec Chu. Eliminating the payroll tax and then putting equal tax on carbon makes sense."
"56","""""Yes"""" to cutting FICA taxes followed by equal shift to taxing carbon. Apply to imported and domestically produced goods. American solution."
"57","Working on getting TARP money repaid to the taxpayers. Pres. Obama and Chm. Barney Frank have hatched  plan to divert interest earned."
"58","The new cap and trade bill has the same main problem as the old one: it's a tax increase. The solution must be and can be revenue-neutral."
"59","Door to door on Fernwood Road in Simpsonville. Kitty just talked to me about keeping estate taxes low. Agreed!"
"60","Used my time @ conference mic to say """"When tax receipts are going to cover only entitlement spending, you stop spending--even on good things"
"61","Excited to be @ SC TAC this morning. The addition of taxi way at Donaldson will help us draw new industrial recruits. Glad to be part of it"
"62","Diverting TARP repayment (interest and/or principal) to any other than ALL taxpayers is redistribution of wealth."
"63","Against this cap-and-trade; for a revenue neutral tax swap. """"No"""" to tax increase, to Wall Street trading scheme to burdening manufacturing."
"64","Just spoke on House Floor about replacing cap and trade with the better alternative: a revenue neutral tax swap. It's a workable solution."
"65","Hearing those business folks say give us low tax rates, lighter regulation and less litigation and we will find a way out of this."
"66","Good follow up conversations with Manzi and Kreutzer about a border-adjusted, revenue neutral carbon tax. Learning from their objections."
"67","Health care panel just suggested tax neutrality, mandate for catastrophic coverage and Swiss-style reinsurance/average pricing."
"68","Getting positive feedback on revenue-neutral carbon tax concept. Had productive conference call with Dr. Art Laffer yesterday. Encouraging."
"69","RT @RepMikePence: Dem #healthbill=$52B in new taxes on employers who already cannot afford to give employees #healthcare: http://is.gd/aQdZU"
"70","RT: @whitehouse concludes cap and tax will cost American familes an extra $1,761 per year http://tinyurl.com/ksnoxg #tcot #capandtax"
"71","RT @WMRepublicans#healthcare #taxes Democrats Confirm Their Health Bill Penalizes Married Couples http://bit.ly/8PiFq6"
"72","RT @GOPLeader FACT CHECK: Burdensome Mandates, Higher Taxes = Proven Job Killers http://ow.ly/1p91d  #hcr"
"73","RT @GOPleader Speaker Pelosi: Pledge An Up-Or-Down Vote To Stop All The Tax Hikes Before Congress Adjourns This Fall http://bit.ly/alt0Vb"
"74","RT If Dems� #hcr bill becomes law, the IRS could hire 16,000+ auditors to enforce new taxes &amp; fines: http://bit.ly/b39QG3 @wmrepublicans"
"75","RT GOPWhip #YouCut winner: legislation to reform Fannie Mae &amp; Freddie Mac, saving taxpayers an estimated $30 billion http://ht.ly/1WoIC"
"76","Dems: Raising taxes a realistic option for cutting $12 trillion debt http://ow.ly/1cXET"
"77","The bill that the House is planning to vote on this week contains no fewer than seven tax hikes on families making... http://bit.ly/aFeXf5"
"78","We pledge to act immediately to reduce spending and permanently stop job-killing tax hikes  http://mckeon.house.gov/Pledge #pledge"
"79","House should not adjourn until we have an open/honest debate on tax increases. Now is not the time to leave small business with uncertainty."
"80","The Effects of the Obama Tax Plan on CA: Lose, on average, 81,518 jobs annually. For more visit  http://ht.ly/2HI8b"
"81","RT @GOPLeader Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"82","RT @USASpeakingOut Americans asking, Where are the Jobs? @GOPLeader  offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"83","@GOPLeader FACT CHECK: A �Yes� Vote is A Vote For Taxpayer-Funded Abortions http://ow.ly/1p9BJ"
"84","Democrat #healthcare bill includes $729.5 Billion of new tax hikes on everyone from individuals, to working families, to small businesses"
"85","It's time to eliminate taxpayer subsidies for ACORN.  http://bit.ly/2e94Y7"
"86","just joined the new Sunset Caucus to eliminate wasteful programs that dont serve the interests of taxpayers http://tinyurl.com/SunsetCaucus"
"87","The House unfortunately approved the $3.4 trillion budget conference report today - a budget that borrows, spends, &amp; taxes too much."
"88","RT @gopconference The bill includes $569.2B in job-killing tax hikes during the worst recession in a generation... http://bit.ly/cvxzoC"
"89","Today is Tax Day 2010. On this Tax Day, thousands of American citizens will travel to Washington, DC to protest the... http://bit.ly/c0uPnj"
"90","RT @GOPLeader: Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"91","Fact check: Health bill will expand the roles of IRS to enforce these gov't mandates when dealing with taxpayers... http://bit.ly/aFejYH"
"92","Let your voice be heard in project YouCut�taxpayers vote on 5 spending cuts Congress should make each week... http://bit.ly/bMnvnn"
"93","Tonight we passed the tax relief package, it keeps Americans &amp; small businesses from biggest tax increase in... http://fb.me/OfBmFdih"
"94","Bigger Government Spending and Higher Taxes Will Not Fix Our Economy http://bit.ly/d0Dtdp"
"95","The Democrats� health care bill has 12 different taxes that break Obama�s pledge to not raise taxes on families... http://bit.ly/abA4zP"
"96","The IRS could hire as many as 16,500 additional auditors &amp; agents to investigate &amp; collect billions in new taxes http://bit.ly/9YkxlZ #hcr"
"97","OpEd in @TC_Plam Let's call cap and trade what it really is, a massive energy tax on every U.S. citizen http://tiny.cc/capandtrade #tcot"
"98","House Tells Small Businesses to Take a �Tax� Hike:  http://bit.ly/fiTwnH #politics"
"99","The #hcr bill includes $569.2 billion in job-killing tax hikes during the worst recession in a generation http://bit.ly/bOtfdx #tcot"
"100","just read  RT @Drudge_Report: 500 Lose Jobs with new Tax on Cigars; Tampa plant closes... http://tinyurl.com/n9sy36"
"101","Tax Increases Would Cost Florida 40,000 Jobs A Year and Local Families Over $700 A Year:  http://bit.ly/drvxPN #politics"
"102","RT @RepMikePence: Only in Washington, DC can you spend a trillion dollars and say you�re going to save the taxpayer�s money."
"103","Posey Supports Passage of Current Tax Relief, Will Vote Against Pork-Laden Omnibus Spending Bill:  http://bit.ly/hkgsVg #politics"
"104","House Votes to Adjourn without Addressing Massive Tax Increases:  http://bit.ly/bcMAJc #politics"
"105","Cap &amp; Trade - National Energy Tax Bad for Economy: 

Cap &amp; Trade - National Energy Tax Bad for E... http://bit.ly/cFxTE0 #fltcot  #politics"
"106","Posey Joins Anti-Value-Added Tax Caucus in Opposing New VAT Tax:  http://bit.ly/bUxk6T #politics"
"107","ICYMI: Posey 2009 review, 2010 preview witht he 4Corners Reporter: Cut Regulation, Taxes to Help Economy http://tiny.cc/ledgerarticle"
"108","House Brings �Death Tax� Back to Life:  http://bit.ly/8dzHKB #politics"
"109","RT @MikeFeltman RT @marquietta: Americans For Tax Reform: List of Taxes In House Democrat Health Bill http://twurl.nl/0uwtps"
"110","RT @RepMikePence: RT @thenote: CBO Sees No Federal Cost Savings in Dem Health Plans: http://bit.ly/UpFCJ #healthcare #tcot #taxes"
"111","RT @gopconference House Leader Boehner will read entire 300-page amendment to Waxman-Markey energy bill.  #capandtax"
"112","RT @johnboehner Call your Congressman at (202) 224-3121 and tell them to vote �NO� on H.R. 2454, the 1,200 page national energy tax."
"113","The Majority JUST delayed Cap and Tax debate and vote!!  keep calling america.  #politics #tcot  #fltcot"
"114","RT @MicheleBachmann See how the Global Warming Energy Tax will affect your specific district  http://tiny.cc/nMXc1"
"115","Worth re twitting: check out the Cap &amp; Tax forum I hosted June 1st. Video online: http://www.youtube.com/congressmanposey #fltcot #tcot"
"116","Office phones ringing nonstop, speaking out against Cap and Tax - SO EXCITED to know people are getting active! I hear you, lound and clear!"
"117","OpEd in @TC_Plam Let's call cap and trade what it really is, a massive energy tax on every U.S. citizen http://tiny.cc/capandtrade  #tcot"
"118","OpEd in @TC_Plam  Let's call cap and trade what it really is, a massive energy tax on every U.S. citizen  http://tiny.cc/capandtrade"
"119","Online Calculator Helps Families Determine Cost of �Cap &amp; Trade� Energy Tax http://bit.ly/1Hf8N
 #politics"
"120","The bill includes $569.2 billion in job-killing tax hikes during the worst recession in a generation http://bit.ly/bOtfdx"
"121","Taxpayers are on the hook for an extra $55,000 a household to cover rising federal commitments http://tinyurl.com/nv37e6"
"122","RT @GOPLeader: Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"123","TX07 stands to lose up to 4000 jobs from cap &amp; tax bills. Read more here http://www.culberson.house.gov/"
"124","Last night, I spoke with Neil Cavuto about tax cuts and other pending legislation.  Please watch the video here: http://bit.ly/fvPfJR #GOP"
"125","Married couples face extra tax in Senate health care bill http://tinyurl.com/y9rkht5"
"126","Last night I was on Hardball to discuss tax cuts. It's not gov't's money to compromise, it's the American people's: http://bit.ly/9nqiQh"
"127","House Republicans pledge to repeal healthcare, cut spending and cut taxes. Read more here http://pledge.gop.gov #pledge"
"128","My new Op-Ed on Cap &amp; Trade (aka """"The Light Switch Tax"""") can be found here:http://blogs.chron.com/txpotomac/"
"129","Taxpayer report on debts, deficits, and looming tax hikes:  http://bit.ly/dwdcD7"
"130","Very honored to receive the Tax Fighter Award from the National Tax Limitation Committee. http://bit.ly/biENV5"
"131","I will be appearing on the Fox Business Channel at 5pm CDT tonight to talk w/ Neil Cavuto about the need to extend the '01 &amp; '03 tax cuts."
"132","RT@rickdunham Culberson: Boxer-Kerry bill means more taxes for TX | TxPtmac | http://bit.ly/hFB50"
"133","Taxpayers unlikely to be repaid for bailing out auto companies http://tinyurl.com/mezvpp"
"134","President Obama�s answer to record setting deficits - more taxes, more spending, and more government. http://tinyurl.com/2wvwta"
"135","New blog on Cap &amp; Tax in The Hill http://tinyurl.com/lqhzgk"
"136","View my new video blog on Cap &amp; Tax here: http://tinyurl.com/ns5f96"
"137","D's rushed cap and tax bill to the floor and only allowing 1 amendment"
"138","RT @johnboehner Call your Congressman at (202) 224-3121 and tell them to vote �NO� on H.R. 2454, the 1,200 page national energy tax."
"139","CBO: global warming bill moving through Cong will either be major tax increase or massive expansion of fed govt http://tinyurl.com/r26mc3"
"140","RT @ConfPolicy: CBO says tax increases will hinder recovery http://bit.ly/dyqFCZ. Congress shouldn't adjourn w/o giving extension of cur ..."
"141","RT @SmallBizRepub: Check out Rep.Thompson speaking on the House Floor about the death tax and how it will hurt small biz  http://bit.ly/ ..."
"142","The President's plan to raise tax rates is holding back the people who should be leading the economic recovery http://bit.ly/bTn9Ur #tcot"
"143","The #healthcare takeover has $52 billion in new taxes on employers that already cannot afford to cover employees http://bit.ly/chTXV1 #tcot"
"144","47 House Democrats urge the Speaker to support an extension of current tax rates on capital gains and dividends http://bit.ly/9Yab5o #tcot"
"145","MUST READ As former VP Gore sells cap and tax, Waxman is cutting deals... or at least trying http://tinyurl.com/djrmnb #energy #tcot #sgp"
"146","Obama on #hcr individual mandate being a tax: �I absolutely reject that notion� Now the Justice Dept. disagrees http://nyti.ms/budUbo #tcot"
"147","Going to floor to debate Cap and Tax"
"148","The #healthcare bill has $569.2 billion in job-killing #tax hikes, during the deepest recession in a generation http://bit.ly/bOtfdx #tcot"
"149","Pending tax increases will cause families to spend less and save less. This would act as an anti-recovery http://bit.ly/bseq09 #tcot"
"150","I have a feeling that HR 2 in the 112th Congress is going to be tax relief for American families and businesses http://reut.rs/hMngQc #tcot"
"151","White House economic adviser: failure to pass tax cuts significantly raises the risk of a double-dip recession http://bit.ly/esIdP5 #tcot"
"152","Watching Rep Lder Boehner tear a part the dangerous \ costly \hidden provisions of Cap and Tax that were only introduced @ 3:09 AM"
"153","Cap and Tax debate continues.  Gas prices estimated incr 76%.  Job losses estimated  2.2 for every green job created based Spain's exp."
"154","11 alarming #tax measures included in the #healthcare takeover http://bit.ly/9eRl98 #tcot #handsoff"
"155","Stimulus Build America Bonds have unforeseen costs to taxpayers and big payouts for Wall St - sparks IRS inquiry http://nyti.ms/bBcl9Y #tcot"
"156","An elaborate campaign to sell Obamacare - tax exempt group will spend millions to convince public they like it http://nyti.ms/bpib0C #tcot"
"157","3:30 Press Conference at United Electric Coop in Dubois. Speaking on misguided Cap &amp; Tax policies and what they mean for PA #energy #tcot"
"158","Obama's so called summer of recovery could be followed by an ice age, with the largest tax increase in US history http://bit.ly/bmy5zp #tcot"
"159","Obamacare 2.0: $600 million  Vermont State Sweetener subsidizing VT Medicaid to buy #healthcare votes.  PA taxpayers will pay VT bill  #tcot"
"160","Obama administration empowers union politics over commonsense job creation, taxpayers ultimately lose http://bit.ly/7jilOY #tcot #labor"
"161","Attending Small Business Committee hearing regarding �Tax Initiatives that Promote Small Business Growth.�"
"162","If Obama believes it helps the economy to cut taxes on small business, why is he planning the opposite? http://on.wsj.com/9Uq4rY #tcot"
"163","My thoughts on the tax compromise, which cleared the House late last night http://bit.ly/gVhbdn #tcot"
"164","On Floor in special order debate on the Democrat's looming tax increase.  The largest in our Nation's history. #rs #tcot"
"165","NYU and UCLA Economists suggest permanently cutting capital income taxes, in order to grow the economy http://on.wsj.com/gvSRZk #tcot"
"166","Consequences of Gainful Employment regs will be severe - fewer students, lower incomes, job losses &amp; higher taxes http://bit.ly/cqnPwA #tcot"
"167","Words of wisdom - Lower tax rates will stimulate economic activity &amp; yield increased federal revenue - JFK '63 http://bit.ly/pmZ1t #tcot"
"168","Speaking this morning at the  Forestry Workshop in Centre County on the 2012 Farm Bill &amp; the impact if the death tax goes to 55%"
"169","For those that ask """"How can we justify tax cuts"""" the answer is JOBS!  50%+ of those that D's want to tax are small businesses &amp; job creators"
"170","@Liberty4pa Video: Rendell's Transportation Demagoguery http://bit.ly/bA6AtP Food 4 thought as the Gov tours PA in search of new tax $ #tcot"
"171","Investors Business Daily: The tax hike on the """"rich"""" is in fact a tax hike on small businesses - the job creators http://bit.ly/cJ3KO2 #tcot"
"172","Administration misses deadlines but doesn't skimp on self promotion, powered by taxpayer funds http://bit.ly/dsw9Bl #tcot #hcr"
"173","Proposal to increase per barrel tax would be bad news at the pump. http://bit.ly/cd4Pqx #tcot #energy"
"174","Meeting with Standard Steel on tax credit proposal to create jobs, make railroads greener, safer and more fuel efficient."
"175","In Special Orders talking jobs and majority's job-killing policies over past 16 months. It is time to stop the taxing, spending &amp;borrowing."
"176","The Senate plan for a #healthcare gov takeover is 2,700 pages long, costs nearly $2.5 trillion with $518 billion in new taxes."
"177","On floor preparing to speak on jobs.  True economic stimulus starts with tax relief for working families and small #business. #rs #tcot"
"178","Speaking at Capital rally opposing Pelosi governmentrun #healthcare.  plan that raises taxes, guts ChildrensHIP, &amp; cuts Medicare.  #rs #tcot"
"179","Reading Pelosi #Healthcare Bill includes money for veterinarians and paper co. altern energy taxcredit repeal. This is healthcare? #rs #tcot"
"180","Small #Business Comm hearing �Small Business and the Estate Tax: Identifying Reforms to Meet the Needs of Small Firms and Family Farmers.�"
"181","H.R.3962 the 1,990 page Pelosi #healthcare bill is a halloween nigjhtmare. Taxes, cuts to seniors, gov-run. All tricks/No treats! #rs #tcot"
"182","Meeting with Franklin area  #business people.  Small business is true economic stimulis engine despite being the #1 Dem tax target.#rs #tcot"
"183","Speaker for Interstate-80 tolling Economic Plan Impact. Tolling I-80 to fund all PA roads and mass transit is double taxation and unlawful!"
"184","June job losses 467,000 unemployment 9.5%.  Could the Dem's Tax and Spend Stim-U-Less be driving Country's job loss? #rs #patcot #kcon #tcot"
"185","On the House Floor to debate against the Democrat's job crushing Cap and Tax Bill.  Pennsylvania electricity rates are projected to incr 30%"
"186","Still in AG Committee hearing on Waxman Cap and Tax Bill.  Devastating on agriculture industry!  Not sure how dairy farms can survive it."
"187","At the House Republican Conference Energy Summit earlier in Pittsburgh, back in the district to spread the word on Cap &amp; Tax  #energy #tcot"
"188","RT: @gopconference Dingell Calls Cap and Trade A """"Great Big"""" Tax: http://tinyurl.com/d2pnpr #energy #tcot #patcot"
"189","ICYMI check out my recent interview on cap and tax w/ Fox Biz http://tinyurl.com/dc4nr4 #energy #tcot #patcot"
"190","Tax Day is Here, Prepare for Bigger Bill Next Year http://tinyurl.com/d7xgnq #tcot #teaparties #patcot"
"191","Rep. Ryan in the WSJ outlining the Republican budget http://tinyurl.com/cnpzlr. Promotes domestic #energy, cuts #taxes, controls the debt."
"192","Surprise! Obama proposes increased taxes on small businesses, every single energy consuming American http://bit.ly/zSQ1Z #tcot #Cantor #sgp"
"193","RT @gopconference: The IRS could hire as many as 16,500 additional auditors and agents to investigate and collect billions in new taxes  ..."
"194","RT @SmallBizRepub: @CongressmanGT and @ToddAkin led a special order on the harmful death tax and the impact it will have on small biz. h ..."
"195","RT @GOPLeader: Unacceptable: House may adjourn this week without stopping the Obama tax hike or cutting spending http://politi.co/b5p312 ..."
"196","RT: @whitehouse concludes cap and tax will cost American familes an extra $1,761 per year http://tinyurl.com/ksnoxg #tcot #capandtax"
"197","RT @GOPLeader CBO Confirms GOP Plan Will Lower #HealthCare Premiums, Reduce Deficit Without Tax Hikes http://bit.ly/272GGb"
"198","RT @GOPLeader: Efforts to Block Job-Killing Tax Hike Make Dem Leaders Positively Unjolly http://bit.ly/fbeqqe"
"199","House Republican proposal would save taxpayers $1.3 trillion: http://ow.ly/1QkX6. We need these savings -- National debt hit $13 trillion."
"200","RT @GOPLeader: Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"201","Mr. Hensarling: let's be honest about the magnitude of the tax increases this bill will bring about"
"202","Now R's are trying to cut half a trillion dollars in tax increases from the budget.  D's say they want the tax increases."
"203","I had a nice chat with KCWY Casper TV's Josh Zuber about the lame-duck session, taxes and more. Watch here: http://ow.ly/3c3R9"
"204","58 days until tax hikes hit: http://www.forbes.com/2010/07/22/expiring-bush-cuts-affect-personal-finance-taxes.html"
"205","Be sure 2 tune in 2 MSNBC @ 9:35 (MT), 11:35 (ET) this morning -- I'll be on Chris Jansing's show to discuss the tentative tax cut proposal."
"206","Orszag: 1) product demand 2) access to capital 3) good workers... All more important than lower taxes"
"207","More ideas from Rep. Ryan -  health care tax benefit attached to individuals, not employers"
"208","Orszag's other goals - 1.2 trillion deficit reduction using a new bank tax, let tax relief expire and new tax on fossil fuels"
"209","Finance Committee Health Bill Includes $507 Billion in New Taxes: http://digg.com/d3176wT?t"
"210","I plan to vote against the national energy tax, HR 2454."
"211","House Democrats are requiring a vote on all GOP amendments in order to stall for more time to whip votes for national energy tax."
"212","Reading: Lummis: Lower Income http://www.redcounty.com/lummis-lower-income-will-suffer-under-cap-and-tax"
"213","Six ag industry witnesses are testifying now. Most oppose cap &amp; tax bill. Others want a bill but not this bill."
"214","Cong. Budget Office confirms cap &amp; trade bill includes massive new taxes &amp; spending. $846 billion in new taxes."
"215","Property tax state residents need economic relief (Rep. Cynthia Lummis) - http://shar.es/bzUE"
"216","Net purchasing power diminished under cap and tax."
"217","Administration needs to cut spending to meet tax revenues."
"218","We should not tax banks now."
"219","Draconian cuts and high taxes will happen if we do not plan now."
"220","Just did an interview with Reuters TV on Obama's CAFE standards proposal. Off to press conference to talk about nat'l energy tax."
"221","Read my op-ed in Investor's Business Daily on Sec. Geithner's plan to give more taxpayer dollars to the IMF. http://bitly.com/fQmlL"
"222","Mr. Latta wins the """"great line of the day"""" award re: death tax. """"Time to get the gov'ts cold hands out of warm graves."""""
"223","R's vote to repeal the death tax. D's want to tax the death of family business owners. Farewell to farms."
"224","Here is a video of the introduction of my amendment to prevent the cap and tax policy. http://bitly.com/1030CT"
"225","About to offer my amendment to the budget to prevent the enactment of a cap and tax policy"
"226","Scott (D) - says bush taxed too little and spent too much. Does that mean we should get to tax too much and spend too much?"
"227","Budget debate begins.  Passionately held philosophies. Chairman Spratt blames Bush. Rep. Ryan says budget is gimmicks to hide tax and spend."
"228","@greteanemone The cases are wide ranging. The transparency I�m seeking will tell us who is getting paid w/ taxpayer $, how much, and why."
"229","If you think taxes and government spending are out of control, join @lungren2010 and the online march to DC now! http://ow.ly/1nAgk"
"230","@lungren2010 via @Drudge_Report : Secret Gold Coin Tax Embedded in Health Bill - http://ow.ly/2eMh8 #tcot #gop #ca03 #irs #hcr"
"231","Last few posts on @WSJopinion opinion on empowering front-line taxpayer watchdogs. FYI, here's their opinion: http://tinyurl.com/2wb6ks8"
"232","Here's my case for strong, front-line taxpayer watchdogs (VIDEO: http://www.youtube.com/watch?v=AqJMkjUC_IM"
"233","WaPo: FHA Takes Taxpayers for Another Dangerous Ride (http://bit.ly/3R3rLB).  I wrote about this last week (http://bit.ly/1hyTLl) #tcot"
"234","BREAKING: GAO agrees to investigate ACORN's use of taxpayer funds. http://bit.ly/6hEdD4 Fire lit under DoJ? Hope so. #tcot #acorn"
"235","Real reform should've started here, not spurious #hcr/cap-and-tax http://bit.ly/dwblO5 Stop putting band-aids on economic bullet wounds!"
"236","#WWRD? Root out waste fraud &amp; abuse of taxpayer $. Conduct real oversight of both corporate America AND Obama White House http://j.mp/abzKHd"
"237","New year, new Congress, new kind of citizen-led oversight &amp; taxpayer accountability. Get ready! VIDEO: http://j.mp/ibEZza"
"238","@ParkergirlUSA watching this closely to see what shakes out.  investment/jobs growth needs long-term tax certainty."
"239","@ParkergirlUSA watching this closely to see what shakes out.  investment/jobs growth needs long-term tax certainty."
"240","Does #taxdeal create best, pork-free environment for jobs growth &amp; investment? I'm not sold: http://j.mp/erUXza @Jasoninthehouse @Jim_Jordan"
"241","Remember our detailed reports about powerful folks silencing taxpayer watchdogs who publicized waste/fraud/abuse?"
"242","With so much waste, so much bureaucracy, so much spending, we taxpayer watchdogs in Congress need as much help as we can get"
"243","I've Tweeted a lot with you on my work to strengthen your front-line taxpayer watchdogs, the US Inspectors General (#IG)"
"244","A welcome Tweet for @IRSnews, a recent addition to the Twitterverse.  Interested to see how they use it. #taxes"
"245","Not so fast, Public Employee Pension Funds.  Nunes, Ryan &amp; I are heading off a taxpayer bailout of you: http://wapo.st/gZ4CbD #TCOT"
"246","Let's get visual on #taxes pt 2: what does plan mean for you? Your family? Your #smallbiz? (PICTURE:  http://yfrog.com/gyg5wp)"
