"","x"
"63","Hard to brand me as a Washington politician when I sleep in the office, come home every weekend, drive used cars and vote like I vote."
"64","So very disappointed in the Senate. Had hoped they could stop wrong-headed health reform. Now we see how important it is to have 41 votes."
"65","Next vote on House Floor will be """"Son of Stimulus"""" bill that diverts TARP repayments to new spending. Surreal to spend in face of such debt."
"66","Even if Chm. Waxman gets health bill through committee, vote on the House Floor won't occur until after August recess."
"67","Question 2 of 3: Conservatism: Solutions that we know will work or wedges devised to drive votes?"
"68","So very disappointed in the Senate. Had hoped they could stop wrong-headed health reform. Now we see how important it is to have 41 votes."
"69","Things feel quite different in DC tonight. Scott Brown isn't a SC conservative but his vote is a steam roller-stopping 41, holding Ds to 59"
"70","Just got a call from a friend who moved 10 votes just this morning from Gowdy to Inglis--moved by my opposition to Union lake earmark and"
"71","Meanwhile, I've voted for caps &amp; support an even more sweeping proposal that I learned from SRHS on my 75-stop/9 month health care tour."
"72","Door to door in Bethel Greene in Mauldin. Consistent message from voters: give us solutions, not scapegoats."
"73","My friend Dan Lipinski, a pro-life Democrat from Chicago, stands strong for life and votes """"no"""" on the Ds health care bill."
"74","Hearing that the Ds are 4 or 5 votes short of 216 needed for health care cram down."
"75","I'm calling on Charlie Rangel to step down from Ways &amp; Means chairmanship. There may be a vote this week to take away his gavel."
"76","Sadly the Democratic majority just passed the """"Wall Street Reform and Consumer Protection Act"""" by a vote of 223 to 202."
"77","Very concerned about D's strong vote on Rule for Pelosi Health Care. Not good sign. But one D tells me they don't yet have votes for P. bill"
"78","Ds seem to be having trouble rounding up the votes for Pelosi bill. We hope to peel off pro-life Ds and public option opponents."
"79","Beginning to hear more and more that the vote on the Pelosi Health Care Bill may be next week, not tomorrow."
"80","Latest word: House will vote on Pelosi Health Care bill on Saturday at 6:00 p.m. Just spoke on House floor about abortion problem in bill."
"81","Getting ready for a telephone town hall meeting--just after tonight's votes on House Floor. This one focused on Boiling Springs and Inman."
"82","3  """"progressives"""" (liberals) on Energy &amp; Commerce are balking at concessions to Blue Dog Ds on public option. Chm.Waxman may not have votes."
"83","Still unclear as to whether there will be a vote on Democratic health care bill this week. Some talk of delaying August recess."
"84","Watch my one minute video on What's Wrong with Cap-and-Trade at
http://wurl.ws/r8Om Vote on whether you agree or disagree."
"85","Just got back to Capitol Hill after the 2-week Easter recess. Expecting possible budget votes this week on House Floor."
"86","Snow has postponed votes in DC until tomorrow. Gave me time to snow-yak (think snow and a kayak) with our kids this morning. Now, emails."
"87","Reflecting on a jam packed day here in DC.  Hearings, votes, meetings, staff discussions. It was flat out. Hope to tweet more tomorrow."
"88","Arriving in DC now for votes on House Floor through Thursday. Buzz is all about Inaugural preparations and crowds expected next Tuesday."
"89","What do you want to see the House cut?  Vote on YouCut http://ht.ly/3cyH1"
"90","@hsh316 The White House proposal sets out the policies, but a bill will have to be introduced by a Member of Congress to be voted on"
"91","RT@USASpeakingOut BREAKING House GOP 2 force vote on plan 2 repeal heart of Obama #hcr law. Americans are #speakingout http://bit.ly/aipzp6"
"92","Why is Pres. not protecting rights of military personnel to have their votes counted? http://ht.ly/2VQvA @kevinomccarthy @LamarSmithTX21"
"93","Congress Should Let Americans Read Bills Before It Votes http://bit.ly/cpbtS #readthebill"
"94","The House will vote today to put every man woman &amp; child in the US $6,000 more in debt: http://j.mp/bN9IYr When... http://bit.ly/da4Caa"
"95","@USASpeakingOut .@RepRonPaul on ASO: Audit the Fed http://ht.ly/25qND Agree? Disagree? Vote! #SpeakingOut #teaparty"
"96","@USRepSullivan Have you spoken out lately? Visit #ASO website and vote for my idea to protect private property rights! http://bit.ly/auOuwJ"
"97","RT @GOPleader Speaker Pelosi: Pledge An Up-Or-Down Vote To Stop All The Tax Hikes Before Congress Adjourns This Fall http://bit.ly/alt0Vb"
"98","@GOPWhip: Announced The First Winning #YouCut  Proposal http://j.mp/b2Y3iq Over 81,000 of the 280,000 who voted chose this program"
"99","RT @GOPWhip Plumline: 41 House Dems Pledge To Vote Against Health Care Bill W/ Anti-Abortion Amendment http://j.mp/3HcYH2 #tcot"
"100","Ind. voters siding with GOP who has been opposed to Obamacare, trillion dollar deficits &amp; regulation hampering job growth http://ht.ly/2ZctU"
"101","Pres. Obama needs to guarantee rights of military personnel to have their votes counted. http://ht.ly/2VQvA  @kevinomccarthy @LamarSmithTX21"
"102","@reppaulryan: Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote to cut spending now @usaspeakingout: http://bit.ly/9lyemi"
"103","RT @PeterRoskam If Pelosi wants #hcr vote on Fri. &amp; Congress should get 72 hrs to read the bill, then Dems should post it TMRW. Will they?"
"104","The bill that the House is planning to vote on this week contains no fewer than seven tax hikes on families making... http://bit.ly/aFeXf5"
"105","House Votes to Rebuke Administration's Handling of 9-11 Trials http://ht.ly/1Ro3V"
"106","RT @Senate_GOPs Sen. Durbin admits Dems still don't have 60 votes yet: http://bit.ly/6SLCyY #senatedebate #tcot"
"107","Health care reform needs GOP votes: let's slow down &amp; make reforms to lower costs &amp; improve access. http://tinyurl.com/m8xloq"
"108","I voted """"No"""" today on the Dems $1.9 trillion debt limit increase, but it passed 217-212. http://bit.ly/cEA8eN"
"109","@ GOPWhip YouCut seeks to end subsidies for synthetic fabrics development http://ht.ly/1NOrE What would you vote to cut? http://ht.ly/1NOuk"
"110","Financial bill in limbo going into key vote http://ow.ly/1DmvQ"
"111","@GOPLeader FACT CHECK: A �Yes� Vote is A Vote For Taxpayer-Funded Abortions http://ow.ly/1p9BJ"
"112","RT @GOPLeader: Slaughter Solution vote now expected in House between 12:30pm and 1pm EST."
"113","Months after last health vote, many Dems in tougher reelection races http://ow.ly/1lkuW"
"114","I wanted to share an op-ed Chairman Skelton and I penned on the """"Out of Afghanistan"""" resolution being voted on in... http://bit.ly/bdSuaw"
"115","More snow in DC, so votes have been canceled for the week.  I am really looking forward to Saturday's 2010 Women's... http://bit.ly/a2ZoGG"
"116","Votes have been cancelled this week due to snow.  Your pocket books are safe. http://ow.ly/15xgt (@RepLynnJenkins)"
"117","Pelosi just said """"I don't see the votes for it at this time,"""" about the Dem health plan. Hopefully now we�ll see some bipartisanship."
"118","RT @RepBillShuster: Dems are using delaying tactics to slow down the debate on healthcare.  Why if they have the votes?  #healthcare"
"119","RT @RepTomPrice: Right now it looks the vote for the Dems govt-run health care plan will be at 6:00 PM."
"120","HEALTH CARE UPDATE: Blue Dogs say no health care vote before recess; a deal has been reached though. Stay tuned. http://tinyurl.com/mte5js"
"121","The Senate votes down funds for F22 http://www.politico.com/news/stories/0709/25210.html"
"122","Enjoyed the weekend in California; back in DC for votes"
"123","RT @GOPWhip: Just reached 1,000,000 #YouCut votes to cut wasteful spending in Washington http://j.mp/avqqKx"
"124","Democrats have repeatedly promised the American people change, instead they voted for a massive amount of debt.... http://bit.ly/cNi2xm"
"125","Let your voice be heard in project YouCut�taxpayers vote on 5 spending cuts Congress should make each week... http://bit.ly/bMnvnn"
"126","big vote on the economic stimulus this afternoon"
"127","Great seeing folks from Michigan who came to Washington today to urge a no-vote on this health care gov�t takeover http://bit.ly/97eLaj"
"128","RT @GOPLeader    House GOP Leaders to Force Vote Tomorrow on Measure Blocking �Slaughter Solution� http://ow.ly/1nwys #hcr"
"129","INCYMI: Posey response to @Florida_Today re. his No Vote on Pelosi Care http://www.floridatoday.com/apps/pbcs.dll/article?AID=200991113019"
"130","I support the call of the roll for this vote - Each Member should have the courage to stand and say yea or ney #HCR"
"131","finished a staff meeting and heading over to the capitol for fisrt votes... looking ahead, it will undoubtedly be a busy July for Congress"
"132","http://twitpic.com/1a2krx - Holding up my red NO vote card for those faithful to the #constitution as the crowd continues to grow. #hcr #tco"
"133","washington Post Poll: Should Prez cut NASA Mannaed Space Flight? vote here: http://tiny.cc/savespace979 #NASA"
"134","Did Rep. Kosmas and I do right thing by voting no on Pelosi Care? Vote here: Vote here: http://bit.ly/2dtRAp"
"135","Posey Supports Passage of Current Tax Relief, Will Vote Against Pork-Laden Omnibus Spending Bill:  http://bit.ly/hkgsVg #politics"
"136","Ironically 8 repulicans voted for it, which was just enough dispite 44 dems voting against it"
"137","House Votes to Adjourn without Addressing Massive Tax Increases:  http://bit.ly/bcMAJc #politics"
"138","now headed to airport to get to DC in time for votes today. hate to miss Atlantis launch. will be watching!"
"139","Posey Votes to Repeal Health Care Reform�s Individual Mandate:  http://bit.ly/9RqPgV #politics"
"140","Health Care Debate Update: Congress Likely to Vote Sunday:  http://bit.ly/d1K0XH #politics"
"141","As a FL native, this week is officially my fist """"snow day"""" experience.  Votes have been canceled and Katie and I get to stay in FL"
"142","what a day! Massachusetts voters have echoed america in supporting the 41st vote AGAINST dem healthcare plan"
"143","will vote next week on  RT @cspan   The House Democrats' #health care legislation -- just now unveiled"
"144","What to know what is really happening in Congress?  follow @HouseFloor  to get updates on votes and legislative debate as it happens!"
"145","Requiring a 72 Hour 'Period of Availability' Before Legislation Can Be Brought for a Vote (H. Res. 689) http://bit.ly/qKeKn
 #politics"
"146","RT @HealthCaucus: Centrist Dem Leader: Has Committee Votes To Block Health Bill http://bit.ly/pCFqv"
"147","just got word debate is wrapping up and we expect to vote soon.  don't stop calling your member until final vote cast.   #tcot #fltcot"
"148","RT @johnboehner Call your Congressman at (202) 224-3121 and tell them to vote �NO� on H.R. 2454, the 1,200 page national energy tax."
"149","The Majority JUST delayed Cap and Tax debate and vote!!  keep calling america.  #politics #tcot  #fltcot"
"150","you can vote on ORL Sentinel's page if you agree or disagree with their oped supporting Cap and Trade: http://tiny.cc/hSh2t  #tcot #fltcot"
"151","break btwn a long series of votes.  ICYMI: my latest blog post on @TCPalm  http://tiny.cc/poseypost  re. dcc update and june 30th Vero event"
"152","Visited Orion module on the mall, taped PSA, gave interview to GWU  student, obtained cosponsor for NASA bill I will be filing, and voted"
"153","Mortgage reform bill on floor today does not reform Freddie &amp; Fannie &amp; limits access to more home loans. How would you vote?"
"154","Voting today on Green School Construction Bill. How would you vote? Info here: http://tinyurl.com/qqffak"
"155","RT @GOPLeader: Keeping our pledge: New House GOP rules require all bills to be posted online three days before a vote #pledge"
"156","Due to unexepected late votes tonight, I will have to cancel my tele-town hall. I will reschedule as soon as possible."
"157","Just signed on to H.Res.1188 Ensuring an up-or-down vote on certain health care legislation #tcot"
"158","RT @johnboehner Call your Congressman at (202) 224-3121 and tell them to vote �NO� on H.R. 2454, the 1,200 page national energy tax."
"159","Cong. Culberson's votes for the week http://tinyurl.com/cyk7fg"
"160","Power of the People - More than 150,000 Americans have already voted and made their voices heard on #YouCut. http://bit.ly/9hAmRy #tcot"
"161","Every MOC should stand on floor &amp; announce their #hcr vote, but Speaker Pelosi is refusing to allow a call of the roll vote #tcot #handsoff"
"162","On floor to discuss the Senate #healthcare bill that will be soon be pushed through the House for vote.  Obamacare 2.0 is still gov takeover"
"163","Thompson H.Res.1112 scheduled for floor debate &amp; vote on Tuesday congratulating the Penn State student IFC/Panhellenic Dance Marathon #THON"
"164","Obamacare 2.0: $600 million  Vermont State Sweetener subsidizing VT Medicaid to buy #healthcare votes.  PA taxpayers will pay VT bill  #tcot"
"165","Back in D.C. for votes tonight."
"166","Just voted to support HR5146 Providing that Members of Congress shall not receive a cost of living adjustment in pay during fiscal yr 2011"
"167","The #healthcare vote came down to how many arms could be twisted to save the Obama presidency and Pelosi speakership #tcot #handsoff"
"168","Voted Present on HJ Res 64 where nothing happens no matter the vote!.  This could  be the legacy vote of Pelosi/Reid 111th Congress."
"169","Nebraska will receive $100M for its state Medicaid program in Senate's #healthcare bill for Senator's vote. YOU will pay for it! #rs #tcot"
"170","Nebraska Scores Big: What can only be described as pay for play the Senate healthcare plan bought the 60th vote with a backroom deal"
"171","Ed/Labor healthcare bill markup to vote after 20 hour all-night session ending at 6 AM this morning.  #rs #healthcare #tcot #handsoff"
"172","First votes of the week done. Going to Rep House Senate Dinner"
"173","RT @GOPWhip: What would #YouCut from the federal budget? Vote, submit ideas &amp; share what #YouCut: http://j.mp/avqqKx #tcot #tlot #teaparty"
"174","Got Sec Salazar on record in budget cmte but missed a floor vote to do it. Cmte was higher priority this time."
"175","Mr. Scott says we are going to take a vote on health care. Last week they talked of """"deeming"""" it passed."
"176","Now Ways n Means controls the debate. Then Labor. Then Budget. Votes at 9 or 10."
"177","RT @Senate_GOPs: New Video: Americans, Congress Need 72 Hours to Read Health Care Bill Before Vote http://bit.ly/SABak #tcot"
"178","Dems defeat my motion on keeping the gov�t out of your health care choices by a party line vote of 15-20."
"179","My statement re: my vote against HR 2454. http://bit.ly/C3831"
"180","I just voted against reporting the bill from the budget committee to rules committee, it passed 21-16"
"181","Debate over the Stupak (abortion) amend. was respectful, but it failed by two votes"
"182","Voting on the procedural vote on earmarks now."
"183","Rep. Ryan: it didn't have to be this way; this process is not worthy of your support or your vote"
"184","Why I Voted 'No' on H.R. 3962 - This bill replaces individual freedom and personal responsibility with big... http://tumblr.com/xpv3wvkk7"
"185","Video: Lummis delivers her statement before the U.S. House votes on the Democrat plan to institute... http://tumblr.com/xpv3wnrvz"
"186","Lummis votes to cut off ACORN funding. http://bit.ly/1bJMZ0"
"187","I plan to vote against the national energy tax, HR 2454."
"188","House Democrats are requiring a vote on all GOP amendments in order to stall for more time to whip votes for national energy tax."
"189","House Republicans trying to withdraw Interior appropriation amendments to get to a vote on cap and trade more quickly."
"190","New flight delayed, too.  Arrived in DC after 6:30 pm votes.  I hate that I missed votes.  Aarghh!"
"191","Will vote against D's budget, but vote 4 the GOP's budget which will cut our deficit and tighten Washington spending. http://bitly.com/4MGMs"
"192","R's vote to repeal the death tax. D's want to tax the death of family business owners. Farewell to farms."
"193","I just sponsored an amendment to save 30,000 student lending jobs. Democrats voted no."
"194","Committee recessed for third round of house floor votes.  1st Amendment to reduce budget failed - party line vote"
"195","With 100 hours to go, young Republicans getting out the vote!! http://ow.ly/i/518n - #ca03 #tcot"
"196","We have hundreds of volunteers talking to thousands of voters today! Our get out the vote is on fire! -  http://ow.ly/i/4CW1 #tcot #gop"
"197","RT @richardcostigan: Working the phones for @lungren2010 and rest of the ticket!! Another 2000 voter contacts since noon! #gomeg #ca03"
"198","RT @osidejt: Every seat is full here in Rancho Cordova for @Whitman2010 @CarlyforCA &amp; @lungren2010...vote GOP!!! http://yfrog.com/mtti9j"
"199","Big thanks to Team Herger for coming down to CD03 in their GOP Bus to help turn out the vote for @lungren2010 -  http://ow.ly/i/52ZY #ca03"
"200","One of Dan's youngest supporters getting out the vote! Future Republicans for Dan! - http://ow.ly/i/4D5p #tcot #gop #ca03"
"201","RT @RobStutzman: GOP adds 2 pts in voter reg in CA 3 in last 3 mos. Great indicator for @lungren2010 victory http://ow.ly/2Hztu #cagov"
"202","Suspension votes - what a day - mtg's with 4 local tribal chairs on H20 issues and hearings where dems attack military craft at hearing."
"203","Great idea from @reppaulryan: Cut/cap spending/reform F&amp;F/freeze gov't pay. Vote to cut spending now @usaspeakingout http://bit.ly/9lyemi"
"204","Sad RT @nytimespolitics Political Memo: To Avoid Voter Rage, Democrats
Skip Town Halls http://nyti.ms/b74kir #speakingout"
"205","RT@USASpeakingOut BREAKING House GOP 2 force vote on plan 2 repeal heart of Obama #hcr law. Americans are #speakingout http://bit.ly/aipzp6"
"206","RT @Drudge_Report @GOPLeader Presses Pelosi for Vote on Full Extension...http://drudge.tw/cc5Mco"
"207","RT @GOPLeader Keeping our pledge: New House GOP rules require all bills to be posted online three days before a vote #pledge"
"208","Anyone have a handy link on votes taken in Senate on FY 2011 omnibus spending splurge for @pkrbkr66 ?"
"209","I voted against this. @HouseDemocrats BREAKING: House passes Don't Ask, Don't Tell repeal #DADT"
"210","Anyone have a handy link on votes taken in Senate on FY 2011 omnibus spending splurge for @pkrbkr66 ?"
"211","I voted against this. @HouseDemocrats BREAKING: House passes Don't Ask, Don't Tell repeal #DADT"
"212","Voted NO on #DREAM Act...it rewards illegal behavior &amp; is a slap in the face to hopeful legal immigrants http://tinyurl.com/26x86z3 #tcot"
"213","Here's the list of designated House #GOP chairmen for next Congress: http://j.mp/fRr9a7 Votes on this tomorrow in @GOPConference..."
"214","Voted NO on #DREAM Act...it rewards illegal behavior &amp; is a slap in the face to hopeful legal immigrants http://tinyurl.com/26x86z3 #tcot"
"215","Here's the list of designated House #GOP chairmen for next Congress: http://j.mp/fRr9a7 Votes on this tomorrow in @GOPConference..."
"216","@Jasoninthehouse is right. Why would anyone vote to raises taxes right now? (VIDEO: http://bit.ly/ggJ0SG) #tcot #GOP #taxfail"
"217","On what planet do @HouseDemocrats spend most of their time? Didn't you all just vote Nov 2 to NOT raise taxes? #fail"
"218","Taxpayers are watching...RT @GOPLeader �yes� vote on Democrats� tax bill rule before House this morning is a vote to raise taxes, kill jobs"
"219","Thanks for the #FF last week @stacyhyatt @VoteSmartToday @Maxi_Queen @TejasKat @River_City @Cenepk10 @sjweitzel @kentrod @redwardcory"
"220","@coyotered9 @voteglobal @HollyontheHill @RepMikeCoffman @ConservTXDiva @DeidreHenderson @Cubachi @CFHeather thanks for the RTs1"
"221","RT @rickklein: Van Hollen: will """"absolutely have a vote"""" on Bush tax cuts before end of year. but not before election..."
"222","@HouseDemocrats should vote on tax relief now or resign. Period. http://j.mp/b3z7hR @LeaderHoyer"
"223","Majority Leader cancelled votes for today...this Congress is redefining the meaning of """"do-nothing""""...what an embarrassment."
"224","Vote early, often! RT @CathyMcMorris Watch #iGOP Videos http://bit.ly/iGOPVideos Winners judged on views, ratings &amp; comments #techGOP"
"225","Voted today to deliver crucial funding &amp; equipment for US front line border defenders http://tinyurl.com/252ccaf.  Now, going back to Cali."
"226","Had a nice visit with the Eblen ( http://twitpic.com/2diibl) and Torres ( http://twitpic.com/2diidy) families today before votes. Welcome!"
"227","GOP Watchdog@PatrickMcHenry calling out Dem stonewalling on WH record keeping abuses: http://j.mp/bUtjKI That's 5 votes AGAINST oversight!"
"228","offered amdt to protect choice in #healthcare (voted down), my next amendment coming within the hour LIVE VIDEO http://is.gd/1B0kI"
"229","RELEASE: Reichert Alpine Lakes Wilderness Bill Clears Committee, Readied for House Vote  http://is.gd/95Tkj"
"230","RT @GOPLeader RT @VFWHQ National Healthcare Bill Betrays Veterans-VFW urges �no� vote on H.R. 4872 http://ow.ly/1p4dn #hcr"
"231","""""the responsible vote is """"no."""" Take a break, let the economy recover, and start over"""" http://is.gd/aKKKT #hcr (via @SeaTimesOpinion)"
"232","RT @GOPleader Rep. Dave Reichert (R-WA) Offers Measure to Force Committees to Post Members� Votes Online Within 48 Hrs http://bit.ly/13bQ4F"
"233","headed to the @housefloor to vote. if you haven't, be sure to visit http://reichert.house.gov/HealthCare/ &amp; share your opinion! #healthcare"
"234","Ways and Means Committee just held the final vote on the gov't-run #healthcare bill: I voted no"
"235","The responsible vote today is NO. America needs real reforms for health care, not gov�t takeover #hcr"
"236","There will be a vote: House opts out of �deem and pass� #hcr"
"237","Reichert Statement on Missed Votes http://is.gd/aZbvP"
"238","just voted no on stimulus package"
"239","in case you missed it, last night I spoke on the @HouseFloor (http://is.gd/aSi3F) and released a stmt on my vote http://is.gd/aSpy9 #hcr"
"240","Release: Reichert Urges Increased Transparency: Publish Committee Votes Within 48 Hours http://is.gd/4Gauj"
"241","just heard the house will not vote today on the stimulus package"
"242","House is back in session today to vote on the massive gov't takeover of health care � stay tuned here for updates throughout the day #hcr"
"243","I 'm proud to launch bipartisan Congressional KORUS Working Group. We�re united to inform the debate and help prepare this FTA for a vote."
"244","just held RECORDEDVOTE#4: Eliminate the govt-run public plan if patients� wait times for med services exceed a certain threshold.#healthcare"
"245","Blog update: RECORDED VOTE #1: Reichert seeks more time to review the 1,018 page #healthcare bill http://is.gd/1B6Cv"
"246","voted in favor of the children's health care extension for those that are less fortunate. previous statement: http://tinyurl.com/dclgsa"
"247","Please vote this Tuesday, November 2nd. Every vote matters! #GOP #economy"
"248","Senate Votes Overwhelmingly to Send Tax Package to House : Roll Call http://www.rollcall.com/news/-201530-1.html http://fb.me/QGW6KcE7"
"249","Just voted to reject pay increase for Congress. Getting ready to start my tele-town hall."
"250","Read my op-ed @DailyCaller """"The House votes to adjourn, leaving behind important unfinished business"""" ...  http://bit.ly/bRbJA0"
"251","Back in session for a vote on Medicaid extension."
"252","RT @reppaulryan: Cut/cap spending, reform F&amp;F, freeze gov't pay - to cast your vote to cut spending now @usaspeakingout: http://bit.ly/9 ..."
"253","RT @GOPWhip First round of #YouCut voting is open until Monday. Have #YouCut yet? You can vote online or via text http://j.mp/aJaxYA #tcot"
"254","I'm a co-sponsor of @RepRonPaul's bill to Audit the Fed -- this will be voted on tonight check it out  http://j.mp/de5gt7"
"255","200 votes to Protect America from a govt. takeover of health care http://bit.ly/atvAFh"
"256","Vote for new #YouCut proposal here - http://republicanwhip.house.gov/YouCut/ #tcot #gop @GOPWhip"
"257","Vote for 2nd round of #YouCut. 500k already voted. http://j.mp/avqqKx @GOPWhip"
"258","RT @RepDaveCamp: will force vote on plan to repeal heart of Obama #hcr law. Speak Out on it here: http://bit.ly/aipzp6 #speakingout"
"259","RT @GOPWhip There will not be a bipartisan vote for this bill http://j.mp/2Xry #tcot"
