"","x"
"186","Lg of Conservation Voters: Chris Shays=lifetime hero, @DanDebicella=worst environmental record in decade. Senator, you're no Chris Shays."
"187","Went door to door in Stamford this morning. Met some great people. Hope I didn't lose the vote of nice lady who came to door in bathrobe."
"188","Popped into town hall this morning to vote absentee in tomorrow's primary. Will  be in DC voting on jobs bill tomorrow. 140,000 teachers."
"189","About to vote on telework bill, which will make Fed gov a leader in allowing telecommuting. Better security, less traffic, productivity up."
"190","Fin reg just passed in House! Even drew a few GOP votes! time for Senate to act. They do that from time to time."
"191","Visited students at Reed Middle School in Redding and Assumption in Fairfield. Great questions. Lotsa Gulf. Could 8th graders have the vote?"
"192","Floor action shocker: House votes unanimously to celebrate role of mothers in US"
"193","Headed to Floor to vote to ensure no Congressional pay raise in 2011. Not til we see Main Street doing well again."
"194","Cspan junkies: am presiding now. Just oversaw a 15 min vote that ran 48:20, indicator of a failed negotiation."
"195","House just voted huge and bipartisan to lift antitrust exemption for health insurance cos. That's what I'm talkin about!"
"196","Holding an AARP sponsored tele-town hall with seniors in my district. Great questions. Off to vote shortly."
"197","People always ask about bipartisanship. Energy bill would have failed but for the courageous votes of 8 Republicans. 44 Dems opposed."
"198","Now taking 19 votes on Floor, all related to Homeland Security Approps Act. 2 minute votes-another speed round."
"199","52 votes. A US history record. Pizza delivered to cloakroom. Normally shiny congresspeople looking very rumpled."
"200","Minority delaying. We have voted all day. Old timers say this has never happened before-50ish votes"
"201","Ambushed by a vote at 8:30pm while going for a run. Mayhem as Members came in from all over. Procedural jockeying before budget process."
"202","Just voted for Cash for Clunkers. Strong bipartisan support, but wish the mileage standards were stronger. Too bad."
"203","Voted late last nite. Back in CT. Leadership trying to get a military supplemental compromise. Some hate war funding, some hate IMF monies."
"204","After votes, laced up the running shoes, visited WWII Memorial. Majestic. Not as haunting as its neighbor, Vietnam."
"205","No votes today. Dealing with monumental piles of paper on desk. Work as I used to know it."
"206","@Doncroc Approves of a vote I took! Staring out the train window looking for bacon on the wing! Just kidding, Don, appreciate the input!"
"207","@WendyGav My votes have nothing to do with Nancy Pelosi. In last 10 days, have voted against two Democratic tax bills and one spending bill."
"208","Why I voted in favor of the Tax Relief, Unemployment Insurance Reauthorization and Job Creation Act of 2010: http://fb.me/K3m861gU"
"209","My latest Huffington Post blog -- why I voted 'No' on the final Fiscal Commission report. http://fb.me/Fun33mA1"
"210","I uploaded a YouTube video -- Rep. Schakowsky explains her vote against the Fiscal Comm... http://youtu.be/XN5ibqu3vZg?a"
"211","Watch me tonight on MSNBC with Lawrence O'Donnell at 9pm CST. I'll discuss the Fiscal Commission and the final vote tomorrow."
"212","Make sure your voice is heard - vote today!"
"213","Tonight we voted 237-192 to protect American consumers and end the reckless behavior of the �too big to fail� banks: http://bit.ly/cCVo37"
"214","Sign my emergency petition to the House: VOTE NO tax cut bonuses for the wealthiest 2% http://bit.ly/notaxdeal #p2 #taxcuts Pls RT"
"215","Last night I voted """"no"""" to adding $858 billion in debt in exchange for little to stimulate the economy.�Read more: http://on.fb.me/el93bI"
"216","Cast your vote in today's WA primary! Be sure to drop off ballots by 8PM or postmark by today. Learn more at http://bit.ly/aC5NV8 #p2 #wadem"
"217","RT @rolandsmartin: TJMS: Joe Discusses His Campaign, Says �You Don�t Vote Once For Change, You Fight For Change� http://bit.ly/a38gLl"
"218","ICYMI: 66 reasons not to vote for Pat #Toomey http://bit.ly/cAiwqO #sestak #p2"
"219","3 hours til polls close. PA is counting on you. VOTE  http://bit.ly/cI0CZl #sestak #toomey #p2"
"220","Arlen, glad you followed my lead on the public option. It deserves an up or down vote. How about you sign my petition? http://bit.ly/U81PO"
"221","Thanks! Find where to vote here: http://bit.ly/9TtqAF RT: @JennaP3 I just voted for #sestak you have 6 hours left to vote for him. #P2"
"222","#Toomey voted to allow drilling in Lake Erie http://youtu.be/AEFAhUsvS2s #sestak #p2"
"223","You don�t just vote once for change- you keep fighting for change.  http://bit.ly/1H8ZYb #sestak #toomey #p2"
"224","Our grassroots campaign is reaching out to voters all over PA today. Bring our message to your community today - http://bit.ly/15ue4e"
"225","RT:@PG_in_DC: AP: #Toomey is against China currency bill, putting him to the right of all PA GOP Reps (all 7 voted yes) http://bit.ly/ddALgw"
"226","67% to 27% - Our grassroots following is already making themselves heard - Vote today:
http://bit.ly/a5MJwb"
"227","Every Republican Rep in PA voted to stop unfair Chinese trade practices . #Toomey, disagrees. http://bit.ly/a0cjHd #sestak #p2"
"228","It's the last day to register to vote in PA. Your registration must be postmarked by midnight. http://bit.ly/cpQ8h8 #sestak #p2"
"229","The last day to register to vote is Oct 4. Register today http://bit.ly/aRihoa #sestak #p2"
"230","RT @citypaper: Sock it Toomey: @jeffreybillman gives you 66 reasons not to vote for the #Toomey http://ow.ly/314Wb #sestak #p2"
"231","A few hours left to register to vote. We're counting on you, so make sure you're counted. http://bit.ly/dgbksN #sestak #p2"
"232","You don't just vote for change, you fight for it. http://bit.ly/1H8ZYb #sestak #toomey #p2"
"233","Just voted to restore unemployment benefits for the millions of Americans still looking for work. Now let's get back to creating jobs. #p2"
"234","PA residents: There's 1 month left to register to vote. Make sure your friends &amp; family get registered too! http://www.votespa.com #sestak"
"235","Just voted in committee for the Miner Safety &amp; Health Act. It could drastically improve whistleblower protections for workers. #hr5663"
"236","Joe: Come out and vote to honor those men and women who are serving overseas. Come out and vote to honor them."
"237","Great morning spent rallying supporters at our Get Out the Vote rally in Erie's  West Perry Square  http://yfrog.com/4clzbej #sestak #p2"
"238","RT @LCVoters: WATCH: Pat #Toomey - newest Dirty Dozen member - supports risky oil drilling in Lake Erie http://bit.ly/agehpi #sestak #p2"
"239","RT @delcotimes: Editorial: #Sestak gets our vote for #Senate seat #election #toomey http://bit.ly/ca03hv"
"240","Remember today is the last day to request an absentee ballot. http://bit.ly/cMPAYB  Thanks for the reminder RT: @penikis: I just voted!"
"241","Disabled American Veterans on votes of """"utmost importance to veterans:"""" #Toomey 3/7, #Sestak 4/4. http://bit.ly/9Qq111 #p2"
"242","""""The hour is late, but the agenda is long."""" -JFK RT @Nick__S: Come on Pennsylvania #Sestak for senate! #votedem #p2"
"243","RT @LCVoters: Pat #Toomey: Human activity might not be main cause of global warming http://wapo.st/b4GgaK #PASen #sestak #p2"
"244","RT @DNC_Derrick: Tomorrow @ 7:15AM I am tuning to Philly's 107.9FM to hear Joe Sestak on the Tom Joyner Morning Show!  Vote @Sestak2010  #p2"
"245","We are calling voters all over PA today. Stop by one of our offices and keep up the momentum. http://joesestak.com/contact #sestak #p2"
"246","Sen. Specter cast the DECIDING vote AGAINST closing gun show loopholes:  S254, 5/12/99, #111"
"247","You don't just vote for change. You fight for it. Fight today: http://bit.ly/1H8ZYb #sestak #toomey #p2"
"248","Please RT! Over 1,000 signatures in 10 hours! Sign the petition: Tell Congress: Vote on the #publicoption! http://bit.ly/MjFbx #sestak"
"249","VOTE."
"250","RT @chazdenninbaum: If you are in PA, get out and vote for Joe Sestak! Details: http://bit.ly/cI0CZl #p2 #toomey"
"251","TODAY is the last day to register to vote or change your party. Register to vote at http://bit.ly/arFHlE"
"252","Thanks to Diana for getting out the vote in North Philly! http://yfrog.com/5l18123368j Get involved: http://bit.ly/1H8ZYb #sestak"
"253","You want a debate @senarlenspecter? How does MTP sound? Voters deserve more than 140 characters
http://bit.ly/c6WsUL"
"254","RT @michaelrkomo: As a proud #Pennsylvanian, I just voted for #Sestak via absentee ballot! Request your ballot today! http://bit.ly/bm8ZoN"
"255","We sent this scorecard out to voters all over #PA. You can download it here: 
http://joesestak.com/pdf/mailer.pdf"
"256","Tune into Corbett on WILK at 5:05pm. We're talking Saturday's House vote on health care http://bit.ly/g1gta #sestak #hcr #p2"
"257","Check out our new home page for info on how/where to vote and how to get involved. http://bit.ly/btPlXS #p2 #sestak #specter #grassroots"
"258","Vote! """"How Pennsylvania goes, so goes the nation."""" http://bit.ly/bNcYXV #Sestak #Toomey #p2"
"259","Please RT! Following Finance committee vote, entire Senate must vote up or down on #PublicOption. Sign the petition:  http://bit.ly/U81PO"
"260","On way to talk to voters at Vine Memorial Baptist Church about public service"
"261","Call 5 voters during your lunch break: http://bit.ly/9vJRdI #sestak #specter #p2"
"262","@SenArlenSpecter: """"Let me tell you about a conversation I had with Barack Obama ... right before I voted for Sarah Palin."""" #pasen"
"263","Toomey defended McCain's vote for TARP. Watch here:  http://youtu.be/-u8BJwcK0Nk"
"264","Kicked off a canvass this morning with some great @OFA_PA volunteers and fellow vet @MananTrivedi #vote2010 #sestak #toomey #p2"
"265","Arlen Specter is with us on the votes that matter. http://bit.ly/aYsG9h #Aprilfools"
"266","Joe is standing up for our Democratic principles -- just like Barack Obama did. (And Joe is the only candidate who voted for him!)"
"267","@SenArlenSpecter isn't sure which party he's in. Voters aren't either. http://bit.ly/aRGG0L #p2 #sestak #specter"
"268","Our Plymouth Meeting office opened today at 3031-A Walton Rd. Stop by to help us reach out to MontCo voters. http://bit.ly/dCySEN #sestak"
"269","DFA: """"When we asked DFA members in PA who they're going to vote for it wasn't even close. DFA members support Joe by a margin of 3-1."""" #p2"
"270","I plan to vote for HR4173 to provide new market safeguards. Times like these call for leaders to protect working families."
"271","Joined MSNBC to discuss last night's historic moment just as the last votes had been counted http://bit.ly/46EsWc #sestak #p2"
"272","Looks like @SenArlenSpecter read my memo yesterday on how to vote like a Democrat on unemployment http://bit.ly/3Ud1fL"
"273","Six hours left until the polls close. Please go vote then tell a friend. Find your polling place: http://bit.ly/2215Fo"
"274","RT @PADems: Today is #Election Day! Not sure who to #vote for? Need suggestions? http://bit.ly/Ofvfp"
"275","Please get out and vote today! Polls are now open until 8:00pm http://bit.ly/26sa3Y Please RT &amp; remind your friends!"
