"","x"
"84","Economists' report further proof Democrats' #RecoveryAct &amp; tax cuts averted great depression http://nyti.ms/b8Z7j7. We're on the right path."
"85","Last night's tax vote clearly defined Democrat &amp; Republican priorities: Dems fight for middle class &amp; R's protect wealthiest Americans."
"86","Spoke on house floor about Wall St reform. We need to protect taxpayers from high-risk investments &amp; end predatory practices with oversight."
"87","Boehner continues to support tax breaks for businesses that ship jobs overseas - good thing for the Dem bill that closes this GOP loophole."
"88","Prez tax bill estate tax provo is a boondoggle to benefit 6600 families. It should be changed to House passed language of a $3.5m cap."
"89","New Bruns. resident suggests: Tax incentives 2 install solar panels create jobs. Need tax incentives so panels R US made 2 create more jobs."
"90","Walked thru Red Bank business dist w/ Councilwoman Horgan. Mentioned Hire Act, which gives payroll tax waiver for those who hire unemployed."
"91","Thks to NJ Citizen Action for endorsement today, Piscataway. Their priorities protect SocSec  Medicare, access to hlth care &amp; tax fairness."
"92","Small business topics at No. Monmouth Chamber of Commerce Forum. Congress has passed numerous tax breaks for small bus in the last 20 months"
"93","New FamiliesUSA report: half a million people in NJ will get tax credits totaling $2.1 b to offset health care coverage http://bit.ly/dqJx0i"
"94","Congrats to Rob Karabinchak  the Edison Mayor &amp; Council for no municipal tax increase. Lot of energy at Edison Dems meeting."
"95","Joe Marques  Kevin Lavan were bringing their record of lower taxes directly to the residents at Hazlet Day Dem Booth."
"96","Greats news re: the Census. Finished on time and saved taxpayers $1.6 b Thanks to Sec. Locke and those who worked to make this happen."
"97","Interviewed on CNBC's Squawk Box about economic policy. Democrats instituted pay go rules &amp; are providing middle class tax relief."
"98","Criticized Gov's opposition to millionaire's tax that would fund property tax rebates for seniors &amp; the disabled on @EdShow, @MSNBC."
"99","Superfund tax gains EPA Admin's support - makes polluters pay and not taxpayers. Program hasn't been adequately funded over the past 15 yrs."
"100","Attended Assembly Dems breakfast in Trenton. Hope they succeed in overriding Gov's veto of millionaire's tax."
"101","House just passed Fed Housing Auth bill - glad to see reforms will crack down on mortgage fraud and save taxpayers money."
"102","House just voted to pass bill making it harder to send jobs overseas - big business will no longer be able to game the tax system."
"103","Spoke at NJ Building Trades breakfast. Stressed the HIRE Act - a new law that gives tax breaks to businesses that hire unemployed workers."
"104","Remember to vote in Tuesday's Board of Ed. Elections. A lot is at stake with candidates &amp; budgets that determine school policy &amp; taxes."
"105","Spoke at Central Jersey Club, Natl Assoc of Negro Bus + Prof Women. Discussed tax benefits of recent Cong. action to help small businesses."
"106","Discussed Congress' efforts to achieve economic recovery w/ tax breaks, infrastructure improvements at Old Bridge Dems mtg."
"107","Final health reform gives tax breaks to individuals &amp; families - making insurance more affordable in the insurance exchange."
"108","Direct student loans take big banks out of the equation; saving taxpayers $61 billion; reducing the debt by $10 billion, helping students."
"109","Update: House just passed our bill to make donations to Haiti earthquake relief tax deductible on your 2009 taxes. http://bit.ly/711fGK"
"110","We must extend current tax cuts for all Americans. It will help our small businesses, and it will help our economy. http://bit.ly/aWV2AF"
"111","Working to make Haiti donations deductible on 2009 taxes, so they show up on your refund in April. http://bit.ly/711fGK"
"112","Senate adopted my proposal to expand the vets tax credit back to 2001. Now we need it to pass in conference. http://tinyurl.com/d6saz9"
"113","Will be appearing on MSNBC this morning at 10:30 am discussing tax cuts."
"114","Will be appearing on CNBC tomorrow morning at 8:00 am discussing tax cuts"
"115","Appearing on Hardball on MSNBC today at 5:30 pm to discuss tax cuts and unemployment benefits. Please tune in if you get a chance!"
"116","Glad the taxpayers are getting their money through the GM IPO -http://www.house.gov/apps/list/press/ny06_meeks/PR11182010.shtml"
"117","is going to do an interview with CNBC tomorrow morning at 8:10 am about tax cuts and the economy. Please tune in if you get a chance."
"118","Talking with volunteers and constituents at VITA tax help workshop at Tempe Schools Credit Union."
"119","Respectfully disagree w/ POTUS. I've been working for 4 years to extend key tax cuts. Not going to stop now. http://tinyurl.com/2c3hwgs"
"120","My call to extend key tax cuts: http://bit.ly/bD4u7V. Need to do all we can to create jobs, help middle class, small businesses."
"121","Voted against Dem estate tax plan � exemption too low &amp; does not keep pace with inflation. Will impact too many families and small biz"
"122","Wall Street Journal wrote about my plan to make the tax cuts to the capital gains and estate taxes permanent: http://bit.ly/b1fkGD"
"123","Sec 521/pg 317 on tax credits for small biz and Sec 1181/pg 550 on closing the Medicare donut hole are more sections to pay close attn to"
"124","6. #HCR gives tax credits/assistance to up to 143,000 families and 15,700 small businesses in my district to help them afford coverage"
"125","4. #HCR will allow small businesses to qualify for tax credits to provide health insurance"
"126","KPHO story on 1st time homebuyer tax credit - another reason why we should extend and expand it before time runs out http://bit.ly/rqMIj"
"127","A reminder � only one more month to take advantage of the homebuyer tax credit http://bit.ly/8RhTaQ"
"128","Congress is abandoning plans to buy new luxury Gulfstream jets.  This is a good day for taxpayers. http://bit.ly/1hGaAz"
"129","Trying to expand home buyer tax credits to jumpstart the housing market. This would help the Valley's economy recover. http://bit.ly/5m7w6"
"130","New home sales rose 11% in June http://bit.ly/bA1l8; Homebuyer tax credit I voted for is helping. Now we should do more- http://bit.ly/5m7w6"
"131","Today I voted against raising the debt limit. Congress needs to practice real fiscal restraint, cut spending and keep key tax cuts."
"132","Still more proof that the homebuyer tax credit is working and we need to extend and expand it: http://bit.ly/2q7bpE"
"133","Home price index up for first time in 3 yrs (http://bit.ly/cEJyO). Let's keep it going by extending homebuyer tax credits."
"134","http://twitpic.com/18fty0 - Spoke with several interesting constituents, dedicated volunteers at VITA tax prep &amp; mobile office hours at MCC"
"135","http://twitpic.com/10dbes - Talked about jobs, the economy and cutting capital gains/estate taxes at my state of the district speech today"
"136","A big step forward for the Homebuyer Tax Credit - the Senate announces a deal to extend the tax credit before it expires http://bit.ly/fGLEX"
"137","Good to see the House passed HR 3590 to ensure service members can use 1st time homebuyer tax credit: http://bit.ly/11V55N"
"138","Only a few months left until the homebuyer tax credit expires; momentum is building for Congress to extend it http://bit.ly/t9ixZ"
"139","Passed bill to save 1500 teacher jobs in CT (240 in district), closed ship-jobs-abroad tax loophole and FULLY PAID FOR."
"140","If the news doesn't fit your narrative, change the news! Debicella's video editing changes my view on taxes: http://tiny.cc/DDlies"
"141","Did 2 Congress on Your Corners today. Bridgeport and Fairfield. Heard about no hot water in public housing and cap gains tax policy."
"142","Americans had lower tax bills in 2009 than at any time since 1950: http://tiny.cc/qu3ay"
"143","At White House for the tax compromise signing. Not the event I would have anticipated seeing Rev. Al Sharpton in front row."
"144","RT @jaredpolis: Important green provisions added to Obama tax deal inc energy-efficient homes,alternative fuels,solar/wind projects http ..."
"145","@WendyGav My votes have nothing to do with Nancy Pelosi. In last 10 days, have voted against two Democratic tax bills and one spending bill."
"146","On Charlie Rose talking tax negotiations (2nd of 2) http://fb.me/Paip6ESr"
"147","Why I voted in favor of the Tax Relief, Unemployment Insurance Reauthorization and Job Creation Act of 2010: http://fb.me/K3m861gU"
"148","On MSNBC yesterday talking about tax cuts, unemployment insurance and the Dream Act: http://fb.me/wWxMQ7j0"
"149","On MSNBC's The Daily Rundown this morning talking about the President's tax negotiations. http://fb.me/FTjxDc6n"
"150","A link to my appearance on MSNBC's Rachel Maddow on Friday talking about the tax negotiations: http://fb.me/MpUDqn7Q"
"151","Watch me on MSNBC's Rachel Maddow tonight - 8pm CST! Topic: tax negotiations."
"152","On Charlie Rose talking tax negotiations (1st of 2) http://fb.me/NX5ShNJ2"
"153","I uploaded a YouTube video -- Rep. Schakowsky and Rep. Weiner discuss Obama tax deal on... http://youtu.be/E5JJ1LeOaaI?a"
"154","I uploaded a YouTube video -- Rep. Schakowsky and Rep. Weiner discuss Obama tax deal on... http://youtu.be/d7bHiE5KvSY?a"
"155","I uploaded a YouTube video -- Rep. Schakowsky discusses President Obama's tax deal on t... http://youtu.be/ILtCcongcUo?a"
"156","Watch me tonight on Charlie Rose (11pm on Chicago's WYCC). I'll be talking about the tax negotiations."
"157","Join me for a liveblog on the tax cut fight at @DailyKos at 3PM PST. http://bit.ly/fhNPJN Pls RT #p2 #taxcuts"
"158","In case you missed it Friday, here's my segment with @KeithOlbermann on the tax cut fight. Check it out! http://on.msnbc.com/icARHr"
"159","Thx to everyone who joined me today to discuss the tax cut fight. Pls join my push for middle-class tax cuts at http://bit.ly/idozGU"
"160","Join me at @DailyKos for a liveblog on why Democrats can't cave to Republicans on middle-class tax cuts! http://bit.ly/dKAahf"
"161","Sign my emergency petition to the House: VOTE NO tax cut bonuses for the wealthiest 2% http://bit.ly/notaxdeal #p2 #taxcuts Pls RT"
"162","Looking forward to discussing the tax cut fight with @keitholbermann 2nite. Tune in!"
"163","Tell @JohnBoehner not to hold middle class tax cuts hostage for millions of Americans. Cosign at http://bit.ly/h39yEF Pls RT #taxcuts"
"164","Join me at @DailyKos to discuss my opposition to extending the Bush tax cuts for the wealthiest 2%. http://bit.ly/amLePh #p2 #taxcuts"
"165","Joe stood up to his party to cut taxes for the middle class. http://bit.ly/bQ9o7G #sestak #p2"
"166","Intelligencer Journal: #Toomey on """"Social Security &amp; corporate taxes. His solution: End both"""" http://bit.ly/cnIxTC #p2 #sestak"
"167","All hat, no cattle. RT @scottdetrow: Toomey talks taxes - but not much else - at Cumberland campaign stop http://bit.ly/94Lz1I"
"168","@SenArlenSpecter How do you explain trying to raise taxes on working families? http://bit.ly/bqUgd5 #pasen"
"169","New Ad: Zero. That's what @ToomeyforSenate thinks corporations should pay in taxes.  http://bit.ly/9NzK24 #p2 #sestak #toomey"
"170","Lets talk about this too: CTJ: @SenArlenSpecter's """"Flat Tax"""" cuts taxes for top 5%, raises taxes for everyone else http://bit.ly/9UxsAE"
"171","Specter still likes the Bush tax cuts! Seriously. http://bit.ly/6FeKZP #Aprilfools"
"172","Specter still supports his flat tax: raise taxes on the middle class to cut them for the very rich http://bit.ly/bcNcpv #p2"
"173","RT @MSNBC_Booking: AT 12PM: Rep. Sestak will also join @contessabrewer to discuss tax cuts and other issues."
"174","Specter's only consistent position: raise taxes on workers. http://bit.ly/a6pFQR"
"175","More of the same: Sen. Arlen Specter tells FOX News he """"still likes"""" the Bush Tax Cuts (Video) http://bit.ly/636pzf #p2"
"176","RT @RecoveryDotGov: Office of Tax Analysis estimates that, as of June 2010, $223B in tax relief has been made available: http://bit.ly/c ..."
"177","RT @MIDELEG: MPSC: Federal Tax Credits Up to $1,500 for Certain Homeowner Energy Efficiency Improvements Expire in Six Months: http://ow ..."
"178","How the future Majority calls for tax cuts for millionaires, but not support extending assistance for unemployed workers is unacceptable."
"179","The tax agreement puts Congress btwn a rock and a hard place: we should help working families and NOT cave to GOP welfare for billionaires."
"180","A UI extension must come before Bush tax cuts for the wealthy. I urge my Republican colleagues to stop blocking needed help for MI families."
"181","Small businesses benefit from #HCR: tax credits for firms with &amp;lt;25 workers, &amp;lt;$50,000 wages; full credits for &amp;lt;10 employees at &amp;lt;$25,000 each."
"182","RT @RecoveryDotGov: For information on assistance and tax credits: http://bit.ly/bc0rKf #ARRA"
"183","Several of us went to bat for Veterans today and WON! Vet's will NOT be taxed for Service Connected injuries. They already Earned VA care!!"
"184","What are your thoughts on the proposed tax-cuts deal? It would extend tax cuts for the wealthiest Americans but... http://fb.me/MbGTadu4"
"185","You could be one of 1,300 Orange County taxpayers who is owed money by the IRS. To find out if Uncle Sam still has... http://fb.me/Jiddv82e"
"186","Starting this year, the new health care law provides generous tax credits to small businesses struggling to... http://fb.me/FpK0A5YE"
"187","USA Today is reporting that Americans paid fewer federal, state, and local taxes in 2009 than at any other point... http://bit.ly/cHrXdN"
"188","RT @latimes: Banks have repaid bailout debt and then some, Treasury says. Step in the right direction for taxpayers! http://shar.es/mANEN"
"189","Public thinks economy is #1 problem in America. Must continue fight to create good jobs, cut taxes for middle class: http://bit.ly/d31OIW"
"190","Nearly 1,400 OC residents are missing their tax refunds b/c IRS has wrong mailing address. Want your $$$? OCR can help: http://shar.es/miGKT"
"191","Breaking news: House passes a permanent extension of middle-class tax cuts for taxpayers making up to $250,000.... http://fb.me/Mqd4H06P"
"192","The news that hundreds of millions of taxpayer dollars have been misspent at the CA National Guard is extremely... http://fb.me/JQmBDjK6"
"193","A new study out estimates that 3.5 million Californians, including many of my constituents, are eligible for tax... http://fb.me/BhRrzB3a"
"194","BREAKING: Congress passes historic legislation to end taxpayer bailouts of big banks, create a consumer financial... http://fb.me/y6AdVUvT"
"195","OC Register: """"Home demand down 20% w/o tax break."""" Extending Homebuyer Tax Credit would help move OC real estate, get families in new homes!"
"196","Most people don�t realize that tax cuts are the biggest individual piece of the Recovery Act. As you file your 2009... http://bit.ly/bFslPy"
"197","Taxpayer cost if an individual mails back their census form: $0.42. Taxpayer cost if a census taker is deployed to collect form: $57."
"198","$8,000 first-time homebuyer tax credit set to expire on April 30, 2010. Act soon to make your dreams of homeownership a reality!"
"199","wants her constituents to take advantage of every single tax cut they're entitled to under the Recovery Act. Your... http://bit.ly/bKaXQR"
"200","invites her constituents to a FREE Income Tax Assistance Day this Saturday, February 27, from 9am-3pm at the Delhi... http://bit.ly/cjFwlw"
"201","Department of Homeland Security wants your feedback! Have an idea for saving taxpayer dollars or securing country? Engage at www.dhs.gov!"
"202","Bush Tax Cut Extension: Why I am voting NO http://bit.ly/fdgwbV"
"203","Ryan plan costs $2T, raises taxes on all but wealthiest Americans http://bit.ly/cLuE5R"
"204","New changes to the healthcare system take effect today. Small biz tax credits for healthcare already available http://bit.ly/9j3DCR"
"205","A reminder appearing in today's @TheBuffaloNews- nonprofits must act now to protect tax-exempt status. Learn more: http://bit.ly/9500wB"
"206","Have a tax question?  The IRS to host an open house in Rochester on 9/25. http://bit.ly/deeh50"
"207","Thanks to the Recovery Act and other bills I helped pass, average tax refunds are up 10% to to $3,036. More @ http://tinyurl.com/refundsup"
"208","Passed a bill today that provides tax incentives to businesses to create &amp; retain jobs for unemployed Americans. http://tinyurl.com/yl22aj6"
"209","We passed a bill in the House to extend tax relief provisions for the working &amp; middle class and small businesses http://tinyurl.com/yeld8fq"
"210","Just passed a bill in the House that extends unemployment benefits and extends and expands the homebuyers tax credit.  http://tiny.cc/20K7n"
"211","Republicans Willing to Grow Deficit &amp; Wealth Gap to Help Nation's Richest. Read my @HuffingtonPost piece http://huff.to/ggh3XP #tax cuts"
"212","D.C. - Check out my newsletter on the proposed tax bill: http://tinyurl.com/2e68q9q"
"213","I uploaded a YouTube video -- Congresswoman Mazie Hirono Votes for Tax Relief for Middl... http://youtu.be/oKpDtx6kQUk?a"
"214","Congresswoman Hirono Votes for Tax Relief for Middle Class Families: Congresswoman Mazie K. Hirono (D-Hawaii) to... http://bit.ly/gaCN1V"
"215","I uploaded a YouTube video -- Congresswoman Mazie Hirono Calls to End Bush Tax Cuts for... http://youtu.be/AwFpQv_Xk2M?a"
"216","Don�t forget to submit your federal tax return today. You can�t get a refund if you don�t file."
"217","Today is Earned Income Tax Credit Awareness Day. If you earned less than $48,279 last year, you may qualify. Find out at http://bit.ly/jlLPQ"
"218","GOP provisions in tax proposal help only wealthiest 3%, don't create jobs &amp; add tens of billions to deficit http://go.usa.gov/1n9"
"219","House Dems passed a resolution rejecting the tax cut proposal as currently written-we will work to improve it before having a floor vote."
"220","House passed middle class tax cuts 234-188, helping all Americans w/o adding 700B to deficit or giveaways to millionaires"
"221","House passed Small Business Jobs Act 237-187 to create 500,000 jobs, $12 billion in tax cuts, and unleash billions in loans!"
"222","110 Million: # of middle class families &amp; sm businesses that will see tax hikes under GOP plan unveiled today #realGOPagenda"
"223","$4 TRILLION: Cost of GOP economic plan unveiled today that includes tax cuts for millionaires &amp; billionaires #realGOPagenda"
"224","If Republicans had their way: more U.S. debt to China to give tax cuts to wealthiest 2 percent. We aren�t going back."
"225","5 tax cut whoppers Rs peddle. Fact: GOP pushing tax cuts for millionaires/billionaires, not middle class
www.speaker.gov/blog/?p=2710"
"226","Obama: �choice between sliding backward and moving forward.� House GOP: exact same failed policies: tax cuts for wealthy, huge deficits."
"227","Tax cuts for wealthiest few adding $700B to debt?GOP says yes. Bill saving teacher jobs cutting deficit $1.4B?GOP says no."
"228","Pleased Senate is moving #jobs bill similar to House-passed bill last month extending #unemployment benefits and closing tax loopholes"
"229","#taxdeal not perfect - will protect mid-class from AMT and income tax hike, preserve unemployment benefits, help bizes expand &amp; hire"
"230","I fought for the largest middle-class #tax cut in history; Kelly Ayotte &amp; her GOP opponents want to repeal it: http://bit.ly/cO9aFP #nh #p2"
"231","At this morning's candidate forum, my opponent again showed she wants to cut taxes for the rich and ship jobs overseas. http://bit.ly/c7KPt2"
"232","Debate live fact check: Ayotte signed an Americans for Tax Reform pledge that preserves tax breaks for companies that ship jobs overseas."
"233","@Ayotte2010 wants to repeal health care reform - would she tell the 34,000 small businesses across NH to give their tax credits back?"
"234","The Pres laid out a  plan 2 lift our nation out of economic crisis. We�ve got to stop giving tax breaks 2 Wall St and help people on Main St"
"235","I sponsored the first residential biomass tax credit, bringing green-collar jobs to NH: http://bit.ly/b9gu5y #nh #nhsen #p2 #earthday"
"236","We need to close the tax loophole that gave Verizon a $300 million windfall at the expense of a NH consumers: http://tinyurl.com/yaz3222"
"237","Debate fact check: Ayotte's tax rates benefit the wealthiest Americans; millionaires get $100K a year from Ayotte's preferred tax rates."
"238","Help make sure that NH taxpayers never again have to clean up Wall Street�s mess: http://bit.ly/9B2E2W #p2 #nh #nhsen #wallst #reform"
"239","I was on @cspan this morning speaking in-depth on fiscal commission and expiring tax cuts. View the entire segment here: http://cs.pn/eLBj6K"
"240","RT @thinkprogress: Boehner agrees with the Chamber of Commerce that taxpayers should pay for oil spill cleanup. http://bit.ly/aWCCWQ"
"241","3 mil jobs saved, lower taxes, better health care� just some of this Congress� wins for working families http://bit.ly/9Kc5sk"
"242","Small Business tax cut &amp; credit boost signed into law after months of Republican obstruction in Senate http://bit.ly/bDPLJP"
"243","Rep. Xavier Becerra: Eliminate tax breaks and fund the wars - Yahoo! News http://yhoo.it/gJdyga"
"244","I'm on CNBC @larry_kudlow at 4:45 &amp; MSNBC @KeithOlbermann at 5pm PT to talk responsible deficit reduction &amp; expiring tax cuts."
"245","Small biz tax cuts &amp; credit access�held hostage by Senate Rs 4 months�will soon be law!"
"246","If you missed my @Patt_Morrison intv, you can listen to the discussion on Dems plan to cut middle class taxes here http://bit.ly/cswmII"
"247","At the 6th Fiscal Commission mtg talking tax reform�I�ll argue everyone must share in pain &amp; gain of balancing budgets http://bit.ly/9PRZCG"
"248","This morning I attended the 2nd mtg of Obama�s Fiscal Commish to probe the tax code. Add your voice to the debate http://bit.ly/adccZo"
"249","#hcr is already expanding coverage for young adults and delivering tax relief to small businesses to cover workers http://bit.ly/aU4JNT"
"250","Today the House voted to offer an immediate tax credit for contributions to Haiti - learn how you can help: http://tinyurl.com/yav6kz8"
"251","News: Rep. Luj�n Votes for Small Business Tax Relief, Job Creation http://bit.ly/dlcExL"
"252","News: Rep. Luj�n Highlights New Report Showing 99% of Working Families in New Mexico Got Tax Cut in 2009 http://bit.ly/csyjgD"
"253","News: Rep. Luj�n Votes to Extend Unemployment Insurance, Homebuyer�s Tax Credit http://bit.ly/3Mt4Du"
