"","x"
"33","Planning to be on FOX News at 4:20PM ET/1:20PM PT to discuss how the Obama Administration has done in its first 100 days"
"34","Pres Obama signs Wall Street Bill into Law http://cspan.org Taxpayers will no longer pay the price for Wall Street�s irresponsibility"
"35","Tweet your questions to President Obama: http://townhall-twittertracker.mtv.com/live/"
"36","#Rangel Lauds President Obama For Signing Jobs Creation Bill Into Law http://bit.ly/Rangel9-27"
"37","Do you support Obama &amp; his tax plan? Let me know here: http://tinyurl.com/cwcm7d"
"38","Thank you for all of the constituent calls yesterday, supporting President Obama in reforming health insurance. I agree wholeheartedly."
"39","Do you know your #HIV #AIDS status? Get tested today! Even President and First Lady #Obama got tested: http://bit.ly/testHIV #NHTD"
"40","Pres #Obama reauthorized the Ryan White HIV/AIDS Act, providing treatment to 1/2 mil Americans w/ #HIV #AIDS http://bit.ly/ryanwhite #NHTD"
"41","Proud to have supported President Obama's budget proposal."
"42","[VIDEO] President Obama to Historically Black Colleges and Universities: �You�ve Got a Partner in Me� http://bit.ly/WHhbcuw"
"43","President Obama signed legislation that would extend benefits for so many unemployed workers and ease their pain while seeking jobs"
"44","On TV right now, asking President Obama a question."
"45","Chairing Ways &amp; Means Hearing at 12:30 PM: Secretary Geithner to present Obama budget. Watch on C-Span 3."
"46","Check out my exchange with President Obama at Fiscal Responsibility Summit: http://rangel.house.gov/cblog/FiscalResponsibilitySummit.pdf"
"47","RT @NIOSH: Statement by President Obama on National HIV Testing Day (June 27): 
http://go.usa.gov/3hT #NHTD
 Via @WhiteHouse @AIDsgov"
"48","RT @Americans4Arts: President Obama Marks National #Arts and #Humanities Month http://bit.ly/aYxmwK #NAHM"
"49","RT @ObamaNews: Release:  Remarks by the President at a Father's Day Event http://goo.gl/fb/ZQE2t"
"50","Fattah appears on MSNBC's Hardball today at 5 to discuss the relationship between Speaker Pelosi and the Obama administration"
"51","Fattah: Respect Obama's national mandate, move forward on healthcare: http://tinyurl.com/yzqjnof"
"52","Fattah praises Obama education plan as bold and sensible: http://tinyurl.com/yzy6mxy"
"53","It was great greeting Pres. Obama at Masterman school and announcing Nat'l GEAR UP Day is Sept. 29: http://tinyurl.com/254g5hd"
"54","My student aid tax credits will be extended 2 years under Pres. Obama's tax cut plan: http://tinyurl.com/27qfmbk"
"55","Fattah pans """"shameless, cynical"""" Republican attacks on Obama, Holder: http://tinyurl.com/yev6s4t"
"56","I support Pres. Obama's plan to extend unemployment benefits and maintain tax cuts. Read on: http://tinyurl.com/25mp4yx"
"57","Fattah: Chinese currency decision is an example of Obama's bold leadership: http://tinyurl.com/2udojk8"
"58","Fattah commends President Obama for BP shake-up, not shake-down: http://tinyurl.com/3567qkh"
"59","Fattah praises Pres. Obama for mortgage relief plan similar to HEMA legislation: http://tinyurl.com/yhn9ddf"
"60","Fattah endorses ESEA Blueprint, applauds Obama administration's historic move: http://tinyurl.com/yj5zke6"
"61","Fattah appears this morning with President Obama at Arcadia U., Montgomery County PA, to rally for healthcare."
"62","Fattah will appear with President Obama at Arcadia University Mon. March 8th to promote healthcare."
"63","Urban Caucus Chair Fattah calls Obama jobs plan bold, wise, and a win for cities: http://tinyurl.com/yjo5ddn"
"64","Fattah supports President Obama's focus on Al Qaeda: http://tinyurl.com/yko8jus"
"65","Fattah credits President Obama for changing the game on climate change: http://tinyurl.com/yjlu3nr"
"66","Fattah: """"President Obama is right ... Waiting time is over on healthcare reform."""""
"67","Appropriations committee member Fattah praises dramatically reduced Treasury borrowing, Obama administration: http://tinyurl.com/lg2m97"
"68","Fattah lauds Obama administration's $11 million for Philly cops, announces $4 million for anti-crime cameras: http://tinyurl.com/mgua25"
"69","Fattah praises the Obama Administration for taking a major step toward full Iraq withdrawal. Read it here - http://tinyurl.com/l5rkjz"
"70","So glad to be back in Maine, cold but beautiful sunny day!  President Obama will visit Maine on April 1, not fooling...."
"71","Sign up here to be the 1st to know when tix to see Pres. Obama are available: http://bit.ly/cqLFam"
"72","Heading out to greet President Obama on the tarmac. Any issues you'd like me to raise with the leader of the free world? #kitzrally #pdx #p2"
"73","I understand why my GOP friends are still sensitive about evoking our former president, but if you get """"Obamacare,"""" I get """"Bush tax cuts"""""
"74","RT @HouseDemocrats: President Obama about to sign our healthcare reform legislation into law. Watch as history is made: http://bit.ly/9qJpbQ"
"75","RT @SBAgov: President Obama Signs Small Business Jobs Act - Learn What's In It http://ow.ly/2KLCf @whitehouse"
"76","Announced comprehensive health care legislation 2day in line w/ @BarackObama 1st step towards a public option &amp; insurance for all Americans"
"77","House Republican today accused Obama of claiming to 'cure cancer' with health reform. Actually, the plan will help detect cancer earlier."
"78","Finally unemployment benefits have been restored for 2.5 million Americans! Bill will go to @BarackObama's desk now."
"79","#FollowFriday #HCR Champion edition - @BarackObama @HouseDemocrats @HealthCaucus @EdLaborDems @askgeorge @SenatorReid @SenSherrodBrown #FF"
"80","Obama got it right yesterday in speech about need """"to do what Americans have always been known for: building, innovating, making things."""""
"81","Glad to see Obama lash out at China over its blatant currency manipulation that gives unfair advantage to its manufacturers."
"82","Met with Obama to push health care reform.  He wants it passed before the August recess.  Discussed ways to achieve greater cost cuts."
"83","Israel has the right to defend itself &amp; Obama admin should condemn Turkey�s support of the org behind the flotilla incident."
"84","New fuel efficiency standards for cars &amp; light trucks are significant environmental achievements for the Obama administration."
"85","Republicans seek to undercut Food Safety Bill before President Obama signs it by reducing funding. More inspections require more staff."
"86","Joined with environmental groups in Belmar to oppose Obama's offshore drilling plan. The Jersey Shore is too valuable to put at risk."
"87","@BarackObama halts plan to locate drills off VA coast. I welcome this and any other plans to ban additional drilling http://bit.ly/ajg7el"
"88","RT @JonCorzine Pres @BarackObama returning to NJ for 2 rallies on Nov 1 in Camden &amp; Newark. Ticket info at http://joncorzine09.com"
"89","EPA's effrts 2 curb global warming &amp; Interior's plans 2 protect wildrness show Obama is getting tough on the envirnmnt dspite GOP opposition"
"90","Obama Admin filed case against China 4 subsidizing wind power equipment. Attacking illegal subsidies is key to the Make it in America Agenda"
"91","Sarah Palin shouldn't criticize Michelle Obama's anti-obesity campaign. Too many kids are overweight &amp; parents need to lead by example."
"92","Going to take @CoryBooker &amp; Michelle Obama's advice to take the stairs not elevator. Their advice helps all kids make healthy choices."
"93","Military accepting openly gay recruits is welcome first step but Obama must drop appeal and end DADT immediately."
"94","Like President Obama's call today to accelerate a 6 yr transportation program that would create middle class jobs. http://twe.ly/_8i"
"95","Obama just signed Small Business Jobs Act into law. More access to credit will bolster small businesses and our Main streets."
"96","President Obama winding down combat mission in Iraq. I support bringing our troops home quickly and safely."
"97","Federal Appeals Court upholds decision to continue deepwater drilling. However, President Obama will continue the fight."
"98","Judge's decision to overturn offshore drilling moratorium is reckless &amp; I support @Obama's decision to challenge ruling http://bit.ly/dclRkN"
"99","Attended 90 day anniversary of health care reform @ White House. @Obama announced implementation guidelines of the Patient's Bill of Rights."
"100","Appeared on Fox to defend Obama's 20 billion dollar escrow account for claims. Republicans still criticize president for standing up to BP."
"101","Went on CNBC this evening to discuss oil spill. Obama doing his best to force BP to pay for all damages."
"102","President Obama suggests that #oilspill could have been prevented with proper permitting. Instead, he should oppose off shore drilling."
"103","Tonight, House sent Pres. @BarackObama extension of unemployment comp, COBRA asst. and medicare doctor's reimbursement fix til end of May."
"104","Obama signed final health care bill today. #HCR puts consumers in charge of coverage � more choices makes health care more affordable."
"105","Today @BarackObama signed the #HCR bill into law. My thoughts following the signing are here: http://bit.ly/azEjag"
"106","Great St. Patrick's Day in Congress yesterday. Good to see all the members in green. Irish PM met with President Obama at White House."
"107","Obama's proposal gives middle class Americans the same choice of private health insurance as members of Congress."
"108","Our letter to President Obama was a success. WAVY has the full story here: http://tinyurl.com/cxdosd"
"109","Working on sending a letter to President Obama, urging him to protect veterans health care. http://tinyurl.com/ck2wau"
"110","Congrats to @Lakers for their recognition by Pres. Obama! Great ceremony and kids there loved it http://lat.ms/fs8Hfd"
"111","Big step forward for Native American access to drinking water with new law, next step Pres. Obama's signature http://bit.ly/favgQn"
"112","I am at the White House right now with my colleagues in Congress about to watch President Obama sign the Health Reform Bill."
"113","appeared on radio show Real Estate Today to discuss the Obama Housing Plan"
"114","Appeared on BBC News 'The Daily Politics' Show to discuss British Prime Minister Gordon Brown's Meeting with President Obama and Afghanistan"
"115","Was at White House today for Pres Obama's speech. About time that fiscal responsibility and PAYGO are making a comeback http://bit.ly/12buZU"
"116","Frum:""""The Obama plan has a broad family resemblance to Mitt Romney�s Massachusetts plan. It builds on ideas developed at Heritage."""""
"117","texting to find out where you vote? Text PLACE to 62262 (OBAMA). When you get a response, send your address &amp; you'll get your polling place."
"118","Tweet from the Seat: Presiding til midnight. One Republican in chamber calling Obama's health plan """"socialized medicine"""""
"119","Back in action today. Met with great group of Obama supporters in Wilton. Really anxious to stay engaged and be helpful to the Pres."
"120","Saw Obama in Capitol rotunda today. Next to Eli Wiesel, in front of colors of army units that liberated the camps. Days of Remembrance."
"121","RT @jaredpolis: Important green provisions added to Obama tax deal inc energy-efficient homes,alternative fuels,solar/wind projects http ..."
"122","I uploaded a YouTube video -- Rep Schakowsky Discusses Obama Compromise on the Rachel M... http://youtu.be/DLivKPu-fY8?a"
"123","I uploaded a YouTube video -- Rep. Schakowsky and Rep. Weiner discuss Obama tax deal on... http://youtu.be/E5JJ1LeOaaI?a"
"124","I uploaded a YouTube video -- Rep. Schakowsky and Rep. Weiner discuss Obama tax deal on... http://youtu.be/d7bHiE5KvSY?a"
"125","I uploaded a YouTube video -- Rep. Schakowsky discusses President Obama's tax deal on t... http://youtu.be/ILtCcongcUo?a"
"126","President Obama designated October 11, 2010 as General Pulaski Memorial Day, the anniversary of the Polish hero's... http://fb.me/GKCtojpq"
"127","Congratulations to Elizabeth Warren, a true champion for the middle class, on being named by President Obama to... http://fb.me/JR3PONVh"
"128","Happy birthday, President Obama!"
"129","Looking forward to the State Dinner at the White House tonight with President Obama and  Indian Prime Minister... http://bit.ly/5n1xHl"
"130","Obama's about 2 address us. We're about to give millions health care. I am wearing pin from inauguration day. The day of change has arrived."
"131","Grist.org posted my piece on Dalai Lama, Sec. Chu, Pres. Obama and our clean energy bill.  Great leaders.  Great hope! (Link in next Tweet.)"
"132","On outdoor WH b-ball court, President Obama shows he has serious game.  He was fast, smart and a good passer.  He took me to the hoop!"
"133","Joining Wolf Blitzer on CNN at 4:25pm ET to defend President Obama's plan for terror trials #sestak #p2"
"134","RT @BarackObama: Learn more about how the new law will hold Wall Street accountable and provide the strongest consumer protections ever. ..."
"135","Going live on FoxNews in a few moments to defend President Obama's Health Care Plan. America needs strong reform now. #hc09 #PA #sestak"
"136","In case you missed it: Defending President Obama's Missile Defense Policy shift on The Ed Show http://bit.ly/l7Nhd #sestak"
"137","@SenArlenSpecter: """"Let me tell you about a conversation I had with Barack Obama ... right before I voted for Sarah Palin."""" #pasen"
"138","Tune in to the Brian and the Judge Radio Show at 10:05 AM! Discussing President Obama's UN Speech. http://bit.ly/FBIBn #sestak"
"139","Joe is standing up for our Democratic principles -- just like Barack Obama did. (And Joe is the only candidate who voted for him!)"
"140","Pres. Obama's call to end Don't Ask, Don't Tell has been heard. Now Congress must do its part. We've lost too many good women &amp; men."
"141","Congratulations to President @BarackObama for being awarded the Nobel Peace Prize on your efforts in strengthening global diplomacy."
"142","Appearing on FoxNews tomorrow at 7:55am to defend President Obama's efforts and on CBS Newsmakers in the Philadelphia region at 8am."
"143","Will be on Fox News around 4:20pm this afternoon to defend President Obama's efforts to reform Health Care."
"144","Met with friends from Columbia &amp; Montour Counties. Headed to Harrisburg for an appearance on Fox to defend Pres. Obama's Health Care Plan."
"145","Watch the President speak on health care reform live: http://www.whitehouse.gov/live #hcr #Obama"
"146","I applaud President Obama's recent remarks on health insurance reform http://tinyurl.com/ye49nxa"
"147","I will never forget sitting next to President Obama and watching him sign hcr# into law."
"148","Urging another vote on unemployment benefits so #Obama can sign into law. GOP must stop blocking this needed aid. http://tinyurl.com/235q9hv"
"149","It will be my honor to join President Obama at the White House tomorrow for the signing of the #hcr bill."
"150","Pres Obama just signed repeal of #DADT. As a longtime supporter of repeal, I�m pleased this discriminatory policy is ending."
"151","I want to thank President Obama for all his work to get hcr# done. We all are better off for his leadership today."
"152","So pleased that President Obama could call into the A123 opening this morning. This is a landmark day!"
"153","My comments on President Obama's BP remarks this evening. http://tinyurl.com/29r994o, #oilspill"
"154","#HCR signed 90 days ago today. I�ll meet with President #Obama today to discuss implementing benefits. http://go.usa.gov/3L8"
"155","Wall Street Reform another great accomplishment for Obama and this Congress. New protections will help consumers."
"156","Foreign corporations can spend unlimited $ in campaigns because of Citizens United vs. FEC; Obama knows Supreme Court was wrong. #SOTU"
"157","With the Senate passing the Food Safety bill today, I am working hard to see #Obama sign a final food safety bill into law soon."
"158","Small Business Jobs Act signed by Pres. Obama will save most self-employed 15.3% on health insurance premiums in 2010. http://bit.ly/cCTXxJ"
"159","Now @ WH joining President Obama in salute to U of M�s men�s gymnastics team - 2010 NCAA champs! Go Blue!"
"160","President #Obama announces implementation of new benefits to make system fairer, ensure Americans get and keep the coverage they earn. #hcr"
"161","One commencement from Obama isn�t enough! Encourage MI HS students to compete for a memorable graduation www.whitehouse.gov/commencement"
"162","Where would you take Obama to dinner in Ann Arbor?  http://tiny.cc/y9n4m"
"163","RT @justin_hyde: President  #Obama will talk about the economy at the White House Friday with A123 Systems, plug in hybrid battery maker."
"164","Addressed House Floor today in support of Pres. Obama's executive order on Stem Cell Research. On youtube and website at boswell.house.gov"
"165","I was able to witmess Sarah Brown Wessling, Johnston IA. receive the Nat'l Teacher of the Year award from Pres OBAMA. It was a great moment!"
"166","Our caucus is scheduled to meet with President Obama tomorrow night. I am looking forward to that. More later."
"167","hopes the third time's the charm as President Obama prepares to nominate FBI Deputy Director John Pistole as head... http://bit.ly/b55Ww8"
"168","FYI: Be on the lookout for health care scams. Avoid insurers who use the term Obamacare (no such plan exists) or... http://bit.ly/9Z52KY"
"169","is opposed to some proposed budget cuts. Read more about my concerns on LATimes.com (""""What Obama's Budget May Mean for California"""")."
"170","Watch President Obama sign the health care bill at 11:15 http://www.c-span.org/Watch/C-SPAN2.aspx #hcr"
"171","Pleased to learn President Obama will be at Industrial Support in Buffalo on Thursday"
"172","Obama stimulus reduced our pain, experts say http://bit.ly/7PKy6S"
"173","Obama signs financial overhaul into law http://bit.ly/bn33Qx #finreg"
"174","112 Members and I are asking Obama to release emergency LIHEAP funds to help families heat their homes this winter http://tiny.cc/ZDV7c"
"175","I'm pleased that President Obama has released $490 mil of the emergency LIHEAP funds http://tiny.cc/FKU8O"
"176","I'm heading over to the White House to join President Obama as he signs comprehensive health care reform into law. What a historic occasion."
"177","My statement on President Obama's State of the Union address.  http://tinyurl.com/yd4oz7u"
"178","President Obama supports a measure similar to my bill, The Glass-Steagall Restoration Act http://tiny.cc/fgcpO"
"179","Great editorial in today's NY Times on our efforts to have the Obama admin protect wilderness quality land in Utah. http://tiny.cc/tTdKx"
"180","I'm in Troy where I'll be joining President Obama during his visit to Hudson Valley Community College. Then flying on Air Force One to NYC."
"181","Thankful to Senate for finally passing $ for Black Farmers; justice denied too long. Look forward to final House vote, Obama signature."
"182","Pres Obama signed my debt relief for #Haiti bill into law. I continue to work on housing, small biz devel to help Haiti http://bit.ly/9XyOma"
"183","@BarackObama Thanks for the ride home yesterday, it's great to be back in Hawaii. Don't forget to get your shave ice !"
"184","HI - Secretary Clinton's tour of Asia """"... is a priority for the Obama Administration.... http://tinyurl.com/2vbw3tp"
"185","HI-Mahalo to President @barackobama for inviting me to travel aboard Air Force One for our return trip home. http://twitpic.com/3ipgmh"
"186","HI-Arriving home at Hickam Air Force Base on Oahu with President @barackobama and Senator Daniel Akaka http://twitpic.com/3ipf6t"
"187","Hawai�i lawmakers cheer Obama speech: President Barack Obama�s first State of the Union Address to both houses of ... http://bit.ly/9eQFZr"
"188","President Barack Obama will soon address the nation. You can watch the State of the Union on my website at http://bit.ly/sAoJP"
"189","Obama: �choice between sliding backward and moving forward.� House GOP: exact same failed policies: tax cuts for wealthy, huge deficits."
"190","Video Message from President Obama: President Obama recorded a special video message endorsing Neil for Governor. ... http://bit.ly/bNcmL5"
"191","Great news!  Hawaii schools were selected for President Obama's Race to the Top! We honor those who worked so hard on Hawaii's application."
"192","Team AFG: @Neilabercrombie thinks all sides can cooperate to solve school crisis for our keiki. Is working w/Obama Adm. http://bit.ly/4uT2TJ"
"193","I treasure President Obama�s friendship &amp; I�m happy to have his endorsement. Working together, we can reach our full potential."
"194","Stories of Inspiration at Niu Valley Middle School: The Obama Administration�s No. 2 education official spent yes... http://bit.ly/78t8PR"
"195","Elevating Hawaii&amp;#8217;s global role: Neil Abercrombie believes President Obama's recent announcement that Hono.. http://bit.ly/35LbWY"
"196","Neil attends President Obama&amp;#8217;s defense bill signing: President Obama signed an important defense spending.. http://bit.ly/XE5Z6"
"197","Pres. Obama just called to ask me to be there tmrw fr the signing of the defense bill we've been working on. What an honor! I'll be there."
"198","We are the only state-the state where President Obama was born-that is going backwards in education. #HEMRally #FurloughFridays"
"199","Neil said he was first impressed by Pres Obama after hearing him speak about diversity at his sister Maya's wedding in Kualoa 5 years ago"
"200","I've just come from the Presidential Inauguration Luncheon with the Barack Obama. Unfortunately Senator Kennedy... http://tinyurl.com/a97tt4"
"201","Hello everyone. I've just come from the first official event of the Obama administration. The inaugural lunch. ... http://tinyurl.com/7mtbpq"
"202","I'm here at the platform, everybody. The inauguration of Barack Obama is about to start. I'll keep in touch wit... http://tinyurl.com/6stheq"
"203","Pastor, Grijalva ask Obama to block AZ immigration law - Phoenix Business Journal:
http://bit.ly/Obamaletter"
"204","Only more day to have a chance to go to Pres Obama's townhall. Text JOIN to 46337 by 5 pm for campaign updates and a chance to win tix."
"205","Obama is coming to Portsmouth tmmw. I�ll have a few minutes one-on-one with him. What question do you want me to ask?  http://bit.ly/13ZItQ"
"206","On Friday, Obama campaign manager David Plouffe and I will be holding a rally in Manchester. I hope to see you there: http://bit.ly/axQqOq"
"207","President Obama selected a highly respected and qualified legal mind to serve on the Supreme Court: http://bit.ly/by3L2t #nh #nhsen #scotus"
"208","For those of you who missed it tonight, here's the audio from my tele-townhall with President Obama: http://bit.ly/aixI5s #p2 #nh #nhsen"
"209","Check out my health care reform interview on MSNBC from President Obama's town hall meeting in Portsmouth on Tuesday...http://tiny.cc/HwgDC"
"210","President Obama is coming to Nashua! Text JOIN to 46337 by Monday for campaign updates &amp; get a chance to go to his town hall."
"211","On Monday, I joined Senator Dodd, the Pearl family and President Obama at a bill signing ceremony of legislation I... http://bit.ly/atdgDU"
"212","Today, the Obama Administration announced that the federal government has allocated $2.25 billion from the Recovery... http://bit.ly/aZnlWG"
"213","Visited the White House this morning. Saw President Obama as he was leaving. On my way to the airport to catch a plane back to Houston!"
"214","Obama Administration launches CuidadodeSalud.Gov, helping Spanish speakers connect w/ affordable health care options http://bit.ly/9jctNK"
"215","Pres. Obama laid out a clear strategy to clean up the #oilspill and hold BP accountable to the American people. http://bit.ly/9rA40q"
"216","La administraci�n Obama lanza CuidadodeSalud.Gov, tu punto de contacto para encontrar un seguro de salud accesible http://bit.ly/9jctNK"
"217","Heading to the CHCI 2010 Gala � will be listening to @BarackObama speak"
"218","A year ago @BarackObama signed Tobacco Control Act; FDA using new authority to prevent youth from using tobacco http://bit.ly/aMxjLX"
"219","After 90 days #hcr already cutting costs &amp; improving coverage for millions. Watch @BarackObama�s speech on progress made http://bit.ly/UT2FE"
"220","ICYMI, @BarackObama held a #HCR tele-town hall with seniors today http://bit.ly/abKLeH. Find out how #HCR benefits you http://bit.ly/aOFLMu"
"221","I�m encouraged to see Presidents Obama and Calder�n collaborating to fix our broken immigration system and to end... http://bit.ly/dqbdDS"
"222","I'm off to the WH State Dinner this evening w/ Presidents Obama &amp; Calderon! http://bit.ly/aRehyS"
"223","This morning I attended the 2nd mtg of Obama�s Fiscal Commish to probe the tax code. Add your voice to the debate http://bit.ly/adccZo"
"224","http://twitpic.com/on7k2 - President Obama at today's meeting before the health insurance reform vote"
"225","Sorry I haven't updated for a few days, I participated this weekend, via conference call, in Obama house meet ups where we talked about  ..."
"226","News: Rep. Luj�n Applauds Obama�s Call for DHS to Work with National Labs to Improve Screening ... http://bit.ly/59TOfi"
"227","News: Rep. Luj�n�s Statement on President Obama�s Afghanistan Speech http://bit.ly/79zi8A"
"228","News: Rep. Luj�n�s Statement on President Obama�s Speech to the Joint Session of Congress http://bit.ly/NKIjj"
"229","I'm glad President Obama is in Rio Rancho to discuss credit card reform. I'm in DC for votes, but I'm sure he'll have a great forum in RR."
"230","I hope everyone is tuning in to President Obama's address to the Nation and to the Congress. Let us come together to work for our country."
"231","I want to remind everyone to tune in to President Obama's Press conference tonight at 8pm eastern and 6pm mountain."
"232","RT @cnnbrk: #Obama to hold 2:20 p.m. ET news conference after #tax deal announcement. http://on.cnn.com/hLVlqZ"
"233","Video of President Obama promising 8 times for public debate on healthcare - on CSPAN http://tinyurl.com/y8bukmu #tcot #hcr @gopconference"
"234","RT @GOPWhip: CBO: $10 trillion jump in debt under #Obama budget http://j.mp/9C1L56 #tcot #tlot #ocra #sgp #rs #teaparty"
"235","RT @RepMikePence: RT @GOPLeader: RT @weeklystandard CBO: Obamacare Would Cost Over $2 Trillion: http://bit.ly/c7fJsz #hcr"
"236","RT @GOPLeader: RT @Drudge_Report OBAMA FLASHBACK: Dems Should Not Pass Healthcare With 50-Plus-1 http://bit.ly/91uRv6"
"237","RT @WSJopinion John Boehner and Mitch McConnell: ObamaCare and the 'Buzzsaw' of Opposition http://bit.ly/bldQv3 #hcr"
"238","RT @GOPLeader &amp; @RepMikePence: At summit, Obama mostly hears Obama http://bit.ly/b3OzdC (via @washtimes) #hcr"
"239","RT @GOPLeader: RT @WSJopinion Cogan and Taylor: The Obama Stimulus Impact? Zero http://on.wsj.com/dIQCxR #wherearethejobs"
"240","@WMRepublicans Obama Administration Report Confirms Democrat Health Law Increases Health Care Spending http://bit.ly/aTD2tN #techgop"
"241","RT @johnboehner: Re: ObamaCare, @CNN says """"CBO doubles some health care spending estimates"""" http://is.gd/c5Cew #gopcodered #hcr"
"242","RT @GOPLeader: Dems abandoning ObamaCare in droves http://politi.co/abSalm (via @politico) Will they work w/ GOP to repeal and replace? #hcr"
"243","RT @GOPLeader: Boehner Urges President Obama to Oppose Pork-Laden Senate Omnibus Spending Bill http://bit.ly/dVL04p"
"244","RT @GOPLeader: As Americans Ask �Where Are the Jobs?� Obama Advisor Pushes for Even More Tax Hikes http://ow.ly/1vEuB"
"245","GOP Leaders to President Obama: Let�s Work Together to Stop the Tax Hikes, Cut Spending &amp; Help Create Jobs... http://fb.me/OBTFs4SH"
"246","RT @GOPLeader: The letter 130 House Republicans sent to @BarackObama urging him to stop taxpayer funding of #ACORN http://tinyurl.com/lx4l3u"
"247","RT @NatResourcesGOP: Rep. Hastings OpEd in WA Times: Obama's budget reveals true agenda on energy http://bit.ly/93IPVd"
"248","@gopconference Watch @GOP_HCSG Forum LIVE: """"ObamaCare: Where are the jobs?"""" http://www.ustream.tv/user/healthcaucus http://fb.me/zGlluu61"
"249","RT @GOPLeader Doubting PelosiCare: New Obama Admin Report Shows Public Skepticism of Gov't Takeover of Health Care i.. http://bit.ly/3GtuzV"
"250","RT @GOPLeader RT @WSJWashington GOP Leaders to Obama: Your Policies Hinder Business Hiring http://bit.ly/6v5YMW #TCOT #jobs #economy"
"251","RT @GOPLeader: @washingtonpost calls Obama Administration�s Iran policy �squishy� and �confused� http://bit.ly/cIUaGd"
"252","RT @GOPLeader President Obama�s Phony Pivots to �Jobs� = Job-Killing Gov�t Takeover of Health Care http://bit.ly/aWbHjK #hcr"
"253","Obama Admin. targeting America's fishermen with new regulations? http://tinyurl.com/y9q6khk #tcot #gop"
"254","Five things we learned about #Obamacare after it passed http://tinyurl.com/yfjy2d4 #tcot #hc #handsoff @gopleader"
"255","RT @johnboehner: """"Obamacare is even worse than critics thought"""" http://is.gd/fvAIt via @dcexaminer #gopcodered"
"256","RT @RepKenMarchant: Number of waivers granted for #ObamaCare double to 222 in less than a month: http://bit.ly/fFLwC3"
